ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,Tickets_Resolvidos,Tickets_Resolvidos_No_Prazo,Tempo_Medio_Atendimento_Minutos,Porcentagem_Reducao_Custos,Porcentagem_Aumento_Conversao_Apos_Melhorias,Max_Bugs_Criticos
704572,Sr. Otto Silveira,TI,pleno,2017-10-07,10,207.0,165.0,40.0,11.583,1.364,5.0
288054,Sr. Carlos Eduardo Mendes,TI,pleno,2018-06-30,1,55.0,41.0,77.0,4.433000000000001,14.630000000000004,8.0
269813,Marcelo da Mota,TI,pleno,2018-01-07,15,328.0,256.0,72.0,9.02,13.134,2.0
18472,Ryan Sales,TI,pleno,2019-05-19,14,231.0,123.0,96.0,1.3970000000000002,1.573,1.0
832387,Antonella Moreira,TI,pleno,2016-06-08,3,104.0,90.0,7.0,3.3440000000000003,12.87,6.0
515688,Gustavo Henrique Silva,TI,pleno,2022-06-26,4,272.0,229.0,4.0,13.794,5.412,1.0
391548,Ana Beatriz Freitas,TI,pleno,2015-02-12,11,19.0,92.0,13.0,3.2890000000000006,14.597,5.0
628158,Gustavo Oliveira,TI,pleno,2017-05-07,15,261.0,316.0,63.0,2.871,15.983,7.0
725398,Dr. Emanuel Nunes,TI,pleno,2018-07-25,12,73.0,194.0,17.0,5.06,11.363,1.0
995853,Antônio Rodrigues,TI,pleno,2020-09-30,2,33.0,158.0,85.0,10.736,11.341,2.0
946099,Alícia Camargo,TI,pleno,2022-10-18,4,60.0,292.0,36.0,7.359000000000001,4.345000000000001,5.0
499296,José Miguel Leão,TI,pleno,2023-12-18,9,266.0,136.0,74.0,3.751,1.001,4.0
648660,Vitor Hugo Novais,TI,pleno,2020-12-14,3,302.0,4.0,69.0,9.691,12.903000000000002,1.0
846601,Sophia da Costa,TI,pleno,2015-11-18,8,303.0,295.0,2.0,13.486,5.005,3.0
349837,Ana Luiza Lima,TI,pleno,2017-03-12,9,199.0,29.0,44.0,15.07,6.721000000000001,5.0
35242,Valentina Sá,TI,pleno,2021-12-02,14,139.0,124.0,34.0,4.158,7.700000000000001,7.0
537869,Otávio da Mota,TI,pleno,2018-12-20,10,192.0,2.0,99.0,15.95,13.849,6.0
161154,Dra. Kamilly Pinto,TI,pleno,2015-05-30,5,99.0,35.0,6.0,16.313000000000002,10.571,9.0
167871,Milena da Rocha,TI,pleno,2021-01-19,7,217.0,224.0,71.0,10.813,16.456000000000003,3.0
625237,Cauê Teixeira,TI,pleno,2020-07-22,6,55.0,271.0,29.0,4.796000000000001,12.012,6.0
29944,Carolina Nogueira,TI,pleno,2016-01-28,1,254.0,205.0,58.0,0.792,1.7820000000000005,8.0
947543,Caleb Moreira,TI,pleno,2017-05-24,11,140.0,38.0,84.0,14.685,0.165,1.0
284111,Anna Liz da Mata,TI,pleno,2015-06-15,1,289.0,139.0,1.0,1.7600000000000002,6.281000000000001,1.0
982409,Brayan Casa Grande,TI,pleno,2022-07-11,9,228.0,15.0,37.0,6.875000000000001,13.002,7.0
699140,Dra. Eduarda Gonçalves,TI,pleno,2023-10-07,3,42.0,192.0,25.0,5.456,11.715000000000002,2.0
493732,Maria Sophia da Cunha,TI,pleno,2023-07-30,5,70.0,299.0,84.0,2.3540000000000005,3.036,6.0
745163,Elisa Jesus,TI,pleno,2021-12-10,6,212.0,24.0,66.0,4.136,3.256,6.0
943727,Nicolas Carvalho,TI,pleno,2016-02-28,2,191.0,188.0,37.0,6.248,9.702000000000002,9.0
8359,Antonella Vargas,TI,pleno,2021-11-06,8,124.0,299.0,50.0,5.819000000000001,14.322,5.0
47568,Dra. Sofia Jesus,TI,pleno,2018-06-02,7,312.0,71.0,60.0,7.777000000000001,7.953000000000001,2.0
32589,Liz Gonçalves,TI,pleno,2017-04-14,11,83.0,101.0,34.0,11.638000000000002,12.144,9.0
265360,Luan Porto,TI,pleno,2015-10-21,13,306.0,132.0,64.0,4.73,15.895,1.0
856818,Théo Jesus,TI,pleno,2021-05-24,6,63.0,258.0,50.0,11.528000000000002,10.153,7.0
626715,Ana Liz Viana,TI,pleno,2021-08-13,4,60.0,246.0,92.0,3.135,12.166000000000002,2.0
264882,Eduardo Mendonça,TI,pleno,2015-06-14,1,161.0,324.0,90.0,4.620000000000001,3.663,6.0
688131,Srta. Ana Beatriz Brito,TI,pleno,2023-06-18,2,157.0,178.0,49.0,6.501,11.330000000000002,2.0
303442,Maria Sophia Cassiano,TI,pleno,2018-07-06,1,259.0,99.0,56.0,9.372,6.578000000000001,7.0
482379,Marcos Vinicius Nascimento,TI,pleno,2023-03-30,13,293.0,125.0,28.0,10.428,2.387,2.0
31426,Letícia Jesus,TI,pleno,2023-02-28,12,181.0,45.0,93.0,8.899000000000001,9.746,5.0
562295,Sra. Aylla Peixoto,TI,pleno,2023-10-31,5,61.0,6.0,4.0,8.822000000000001,3.0690000000000004,1.0
573832,Luiz Henrique da Costa,TI,pleno,2017-11-29,15,266.0,145.0,18.0,11.374,5.907000000000001,1.0
761891,Manuela Marques,TI,pleno,2016-02-14,2,216.0,173.0,69.0,4.224,6.050000000000001,6.0
994252,Otávio Silveira,TI,pleno,2021-08-08,9,278.0,136.0,62.0,13.629,5.335,2.0
255878,Melina Aparecida,TI,pleno,2022-09-11,3,303.0,168.0,56.0,9.427,1.551,5.0
917733,Hellena Rios,TI,pleno,2021-08-24,10,261.0,57.0,81.0,11.374,9.504,9.0
760992,Luiz Otávio Leão,TI,pleno,2018-04-06,15,12.0,267.0,37.0,12.87,15.213,3.0
119910,Arthur Gabriel Campos,TI,pleno,2023-01-06,11,17.0,215.0,1.0,6.413,4.477,9.0
535150,Paulo Aragão,TI,pleno,2017-04-09,4,110.0,129.0,15.0,5.720000000000001,5.808000000000001,6.0
828242,Antonella Cassiano,TI,pleno,2023-03-07,9,268.0,206.0,86.0,14.696,13.442000000000002,0.0
696564,Ana Julia Nogueira,TI,pleno,2016-09-29,7,171.0,223.0,86.0,11.330000000000002,6.886,6.0
964556,Kamilly da Cruz,TI,pleno,2018-11-09,10,50.0,61.0,13.0,0.429,16.269000000000002,6.0
984386,Sr. Danilo Novaes,TI,pleno,2015-08-26,1,235.0,123.0,84.0,8.107000000000001,2.2660000000000005,2.0
525170,Bruno da Costa,TI,pleno,2022-02-13,14,226.0,286.0,88.0,7.051000000000001,12.804000000000002,6.0
95277,João Guilherme Monteiro,TI,pleno,2023-11-25,1,95.0,59.0,89.0,15.851,0.055,8.0
749313,Valentim Nunes,TI,pleno,2019-11-25,11,152.0,268.0,92.0,0.924,8.602,6.0
788271,Sr. Miguel Rocha,TI,pleno,2019-06-09,11,211.0,69.0,19.0,4.73,8.778,8.0
419536,Marcela da Cruz,TI,pleno,2018-10-13,11,107.0,31.0,44.0,5.082000000000001,6.699000000000001,6.0
130918,Gael Rocha,TI,pleno,2016-03-29,13,107.0,212.0,6.0,3.586,2.2880000000000003,6.0
297277,Benjamin Souza,TI,pleno,2023-05-15,15,99.0,261.0,67.0,15.158,15.455000000000002,7.0
213566,Ayla Pacheco,TI,pleno,2023-09-20,9,235.0,134.0,42.0,3.487,2.8600000000000003,1.0
24163,Vinicius Nascimento,TI,pleno,2020-05-15,10,202.0,298.0,52.0,0.176,7.491,9.0
649403,Isabella Duarte,TI,pleno,2019-03-09,12,138.0,316.0,79.0,4.774,0.5830000000000001,9.0
880287,Mariane da Cruz,TI,pleno,2020-08-01,15,59.0,162.0,14.0,12.683,3.608,6.0
554102,Dra. Bella da Luz,TI,pleno,2015-05-17,7,26.0,151.0,75.0,10.692000000000002,2.915,0.0
192285,Amanda Gonçalves,TI,pleno,2019-12-19,6,165.0,317.0,80.0,15.95,0.275,3.0
891192,Sr. Cauã da Luz,TI,pleno,2023-04-29,1,284.0,325.0,50.0,7.656000000000001,10.340000000000002,2.0
706453,Agatha da Luz,TI,pleno,2015-02-21,6,58.0,123.0,45.0,3.2010000000000005,5.918,3.0
257539,Esther Alves,TI,pleno,2015-08-28,7,282.0,246.0,2.0,7.502000000000001,12.738,9.0
418082,Ana Clara Fogaça,TI,pleno,2018-06-11,4,149.0,121.0,67.0,11.44,16.137,9.0
629563,Hellena Santos,TI,pleno,2017-07-13,12,57.0,100.0,73.0,1.958,2.123,7.0
564217,Srta. Ayla Alves,TI,pleno,2022-12-13,13,50.0,205.0,9.0,1.265,12.397,8.0
394028,Sra. Bárbara Duarte,TI,pleno,2022-04-18,12,163.0,29.0,59.0,12.76,5.170000000000001,8.0
936316,Isadora Farias,TI,pleno,2022-08-17,15,260.0,90.0,7.0,12.859,8.118,7.0
700077,João Felipe Pinto,TI,pleno,2021-03-23,1,167.0,116.0,59.0,13.42,12.177,5.0
886977,Rhavi Azevedo,TI,pleno,2020-09-15,7,28.0,155.0,85.0,16.082,6.556,2.0
467295,Maria Helena Vargas,TI,pleno,2016-02-11,15,243.0,84.0,9.0,0.968,5.489000000000001,2.0
555373,Rael Porto,TI,pleno,2015-09-11,6,44.0,294.0,4.0,2.959,2.805,5.0
645205,José Pedro Cunha,TI,pleno,2020-08-09,9,170.0,144.0,16.0,12.155,8.107000000000001,11.0
4711,Srta. Caroline Fonseca,TI,pleno,2019-11-05,14,317.0,155.0,84.0,9.658,3.3220000000000005,6.0
317088,Bella Montenegro,TI,pleno,2015-08-30,11,77.0,19.0,2.0,9.515,9.13,3.0
543086,Aylla Machado,TI,pleno,2022-01-28,15,6.0,94.0,18.0,5.676000000000001,3.828,2.0
243008,Antônio da Rosa,TI,pleno,2019-11-21,7,304.0,281.0,70.0,7.733,14.575,7.0
190938,Isabelly da Cunha,TI,pleno,2015-12-09,8,295.0,281.0,86.0,9.966,1.7160000000000002,1.0
353044,Elisa Jesus,TI,pleno,2019-05-08,6,311.0,146.0,75.0,11.836,8.536,1.0
420133,Henrique Ferreira,TI,pleno,2016-05-03,8,300.0,2.0,27.0,8.712,15.191000000000004,7.0
422572,André Gomes,TI,pleno,2017-02-15,2,171.0,81.0,33.0,9.614,13.574000000000002,4.0
770492,Heloisa Ramos,TI,pleno,2017-12-31,8,1.0,180.0,6.0,0.7370000000000001,7.942,3.0
945635,Gabriela Cassiano,TI,pleno,2022-09-12,1,29.0,205.0,61.0,6.391,14.85,3.0
128727,Apollo da Mata,TI,pleno,2015-07-14,12,243.0,213.0,85.0,11.671,9.438,8.0
68326,Milena Machado,TI,pleno,2019-04-22,13,126.0,29.0,96.0,8.943000000000001,4.708000000000001,2.0
677443,Pedro Miguel Fonseca,TI,pleno,2019-08-09,11,215.0,55.0,5.0,15.213,4.51,3.0
553946,Sr. Anthony da Mota,TI,pleno,2018-08-03,11,5.0,228.0,63.0,0.033,7.865000000000001,9.0
809116,Emanuel Ribeiro,TI,pleno,2023-05-15,6,62.0,269.0,61.0,13.343000000000002,3.652,11.0
772474,Bruno Costa,TI,pleno,2023-12-05,9,63.0,223.0,97.0,11.429000000000002,8.789000000000001,3.0
269280,Fernanda Pastor,TI,pleno,2021-06-04,1,236.0,162.0,26.0,6.611000000000001,15.202000000000002,6.0
530904,Benjamin Montenegro,TI,pleno,2015-10-11,5,62.0,199.0,13.0,14.102000000000002,11.814000000000002,5.0
201575,Paulo da Rosa,TI,pleno,2015-11-21,2,62.0,36.0,56.0,7.447,14.762,1.0
205214,Isabelly Sá,TI,pleno,2023-07-30,15,300.0,290.0,45.0,9.504,12.166000000000002,3.0
196942,Isaque Costa,TI,pleno,2017-08-24,15,125.0,246.0,84.0,6.545000000000001,0.176,1.0
619165,Letícia Porto,TI,pleno,2023-06-23,1,4.0,70.0,22.0,10.857,4.598,6.0
808549,Sr. João Lucas Pereira,TI,pleno,2021-12-01,6,223.0,321.0,68.0,5.478000000000001,10.483,9.0
871281,Marina Azevedo,TI,pleno,2017-06-08,9,22.0,5.0,90.0,7.403000000000001,8.437000000000001,7.0
526084,Luiz Otávio Ramos,TI,pleno,2022-01-27,1,171.0,60.0,62.0,1.067,8.107000000000001,11.0
734671,Yasmin Silveira,TI,pleno,2020-12-05,12,168.0,161.0,68.0,11.495,10.736,9.0
580346,Augusto Ribeiro,TI,pleno,2016-01-06,13,242.0,248.0,91.0,14.344,1.804,6.0
426841,Davi Cavalcante,TI,pleno,2023-06-05,4,172.0,215.0,72.0,2.8160000000000003,6.182,7.0
560682,Dr. Enzo Gabriel Gomes,TI,pleno,2019-07-14,6,330.0,269.0,93.0,10.978000000000002,6.248,1.0
113027,Bianca Vieira,TI,pleno,2016-10-03,15,267.0,73.0,11.0,1.4520000000000002,1.4740000000000002,7.0
126358,Ana Carolina Azevedo,TI,pleno,2018-05-25,5,104.0,269.0,29.0,3.608,11.22,1.0
938225,Larissa Rocha,TI,pleno,2022-08-29,4,20.0,276.0,53.0,13.508,10.758,8.0
982262,Cecilia Farias,TI,pleno,2019-11-28,9,46.0,161.0,30.0,15.026000000000002,16.445,6.0
154174,Sr. Fernando Pinto,TI,pleno,2020-07-08,12,85.0,214.0,16.0,7.524,15.587000000000002,7.0
857610,Lucca Casa Grande,TI,pleno,2017-04-19,13,233.0,82.0,60.0,11.66,3.0250000000000004,11.0
146089,José Pedro da Cunha,TI,pleno,2021-12-13,11,293.0,250.0,83.0,9.251,5.731000000000001,4.0
338804,Vinicius Garcia,TI,pleno,2016-04-30,10,185.0,128.0,60.0,3.4100000000000006,0.055,6.0
45631,Thales Viana,TI,pleno,2021-06-13,14,315.0,303.0,5.0,5.764000000000001,14.003000000000002,9.0
998418,Fernando Cassiano,TI,pleno,2023-08-24,5,8.0,93.0,53.0,1.078,9.856000000000002,8.0
587731,Isabel Siqueira,TI,pleno,2018-10-16,13,116.0,23.0,70.0,7.601000000000001,16.269000000000002,11.0
795736,Agatha Rezende,TI,pleno,2017-10-07,12,89.0,210.0,8.0,1.144,6.688000000000001,3.0
93551,Aylla Santos,TI,pleno,2017-07-27,11,86.0,238.0,97.0,15.565,14.146,6.0
534625,Henry Cavalcante,TI,pleno,2016-11-19,5,210.0,220.0,51.0,3.971,7.887,5.0
821192,Dr. Bryan da Rocha,TI,pleno,2016-01-30,10,320.0,192.0,48.0,4.081,1.804,8.0
449602,Ágatha Cardoso,TI,pleno,2018-10-06,12,276.0,173.0,16.0,2.4200000000000004,1.551,3.0
897093,Dr. João Moura,TI,pleno,2023-12-27,10,139.0,319.0,9.0,4.312,4.9830000000000005,3.0
113373,Enzo Montenegro,TI,pleno,2020-07-12,3,271.0,224.0,84.0,10.186,7.139000000000001,6.0
708233,Sra. Natália Almeida,TI,pleno,2015-05-22,15,3.0,100.0,63.0,14.740000000000002,10.230000000000002,0.0
489542,Raul Cavalcanti,TI,pleno,2019-03-27,14,169.0,57.0,15.0,10.824,9.295,5.0
706109,João Vitor Marques,TI,pleno,2016-04-14,9,124.0,156.0,64.0,9.504,15.301000000000002,8.0
927637,Lucas Viana,TI,pleno,2020-04-16,11,22.0,9.0,72.0,3.828,10.978000000000002,5.0
297328,Lívia Nascimento,TI,pleno,2016-10-23,15,22.0,287.0,95.0,1.2320000000000002,9.493000000000002,9.0
778414,Nicole Santos,TI,pleno,2015-10-09,15,304.0,218.0,86.0,3.883,1.1990000000000005,9.0
734558,Fernando Teixeira,TI,pleno,2022-04-03,7,116.0,113.0,91.0,3.927,1.518,0.0
891288,Ísis Monteiro,TI,pleno,2018-09-22,7,214.0,149.0,11.0,8.228000000000002,0.561,3.0
406547,Mariah Rios,TI,pleno,2019-10-06,15,139.0,237.0,75.0,4.29,15.840000000000002,5.0
834304,Ana Pastor,TI,pleno,2017-05-29,10,119.0,217.0,77.0,13.365000000000002,10.032,1.0
429709,Bruno da Paz,TI,pleno,2015-07-14,6,276.0,279.0,44.0,0.286,0.143,0.0
865259,Sr. Paulo Ramos,TI,pleno,2017-07-02,2,37.0,25.0,19.0,9.416000000000002,13.684,7.0
697678,Camila Correia,TI,pleno,2019-10-06,11,289.0,47.0,31.0,13.002,5.522,4.0
194703,João Miguel da Rosa,TI,pleno,2020-08-01,11,310.0,125.0,57.0,10.846,2.475,8.0
510420,Thiago Barros,TI,pleno,2017-04-02,12,313.0,300.0,62.0,12.221,7.194000000000001,8.0
947911,Srta. Sabrina Rocha,TI,pleno,2022-01-18,15,91.0,207.0,50.0,12.826,11.66,3.0
62207,Bernardo Fernandes,TI,pleno,2020-05-22,1,93.0,66.0,86.0,15.686000000000002,14.146,7.0
517482,Sra. Lunna Caldeira,TI,pleno,2017-01-20,6,42.0,178.0,94.0,0.352,6.259000000000001,8.0
130924,Ana Julia Almeida,TI,pleno,2021-04-30,9,132.0,97.0,42.0,4.851000000000001,15.213,7.0
362064,Luan Rezende,TI,pleno,2023-07-30,4,3.0,137.0,15.0,1.1110000000000002,16.115000000000002,3.0
582259,Hellena Cunha,TI,pleno,2023-06-20,10,90.0,18.0,56.0,0.5060000000000001,11.847,5.0
342484,Yago Moura,TI,pleno,2019-05-30,1,161.0,156.0,86.0,12.386,13.321,0.0
844727,Pedro Miguel da Cruz,TI,pleno,2017-06-24,10,195.0,228.0,72.0,7.81,4.015000000000001,7.0
961248,Isadora Gomes,TI,pleno,2018-01-29,14,139.0,7.0,94.0,4.235,10.769,9.0
718584,Lorenzo Campos,TI,pleno,2020-01-02,3,300.0,223.0,27.0,6.721000000000001,0.308,4.0
441442,Dra. Laura Rios,TI,pleno,2022-05-06,2,69.0,229.0,67.0,4.224,0.528,9.0
261969,Valentim Ribeiro,TI,pleno,2023-04-17,6,184.0,114.0,20.0,16.247,6.094,3.0
314589,Catarina Melo,TI,pleno,2016-10-03,7,251.0,216.0,68.0,1.617,9.57,4.0
796679,Isabel Melo,TI,pleno,2019-06-22,11,288.0,300.0,24.0,11.913,1.1550000000000002,7.0
587227,Maria Eduarda Teixeira,TI,pleno,2015-01-21,12,286.0,328.0,85.0,1.166,6.886,3.0
386927,Beatriz Correia,TI,pleno,2015-03-20,9,108.0,148.0,25.0,4.543,0.5940000000000001,1.0
218699,Dr. Marcos Vinicius Sampaio,TI,pleno,2019-01-12,4,50.0,266.0,13.0,10.021,14.179000000000002,3.0
837698,Renan Camargo,TI,pleno,2016-09-24,2,152.0,177.0,77.0,5.258000000000001,10.461,2.0
944781,Gabrielly Teixeira,TI,pleno,2018-03-19,13,256.0,63.0,80.0,10.142,7.524,0.0
993486,Cauê Vieira,TI,pleno,2020-01-15,5,313.0,99.0,85.0,4.114000000000001,4.543,6.0
549817,Dr. Cauã Cassiano,TI,pleno,2017-06-23,8,36.0,249.0,17.0,0.11,14.740000000000002,5.0
887115,Evelyn Leão,TI,pleno,2017-10-11,15,310.0,195.0,94.0,15.62,12.892,4.0
376098,Aylla Garcia,TI,pleno,2019-10-16,9,82.0,325.0,58.0,0.979,0.924,3.0
895011,Maria Casa Grande,TI,pleno,2019-09-24,12,176.0,215.0,19.0,13.552,15.268000000000002,9.0
108040,Maria Vitória Fernandes,TI,pleno,2015-02-25,5,75.0,231.0,64.0,13.365000000000002,14.454000000000002,0.0
365563,Ana Julia Rios,TI,pleno,2018-05-08,7,251.0,19.0,79.0,14.3,10.901000000000002,4.0
47539,Anthony Gabriel Gonçalves,TI,pleno,2021-07-27,3,315.0,221.0,9.0,8.129,13.717000000000002,6.0
41355,Sr. Theo Montenegro,TI,pleno,2021-07-10,11,111.0,294.0,25.0,13.31,8.041,5.0
421074,Sofia Viana,TI,pleno,2022-08-21,6,250.0,73.0,9.0,16.456000000000003,9.955000000000002,6.0
296867,Bryan das Neves,TI,pleno,2023-05-06,10,324.0,27.0,9.0,13.299,4.004,5.0
164229,Maria Isis da Cruz,TI,pleno,2019-04-12,8,211.0,249.0,19.0,14.124,8.008000000000001,3.0
996019,Raul da Cunha,TI,pleno,2020-08-10,3,202.0,320.0,31.0,3.707,13.629,2.0
725041,Rael Oliveira,TI,pleno,2017-10-12,13,8.0,73.0,69.0,3.608,14.443,4.0
740767,Gabrielly da Costa,TI,pleno,2023-10-28,15,233.0,324.0,79.0,4.345000000000001,6.105,9.0
150900,Sarah Moraes,TI,pleno,2017-08-20,6,283.0,315.0,18.0,10.241,3.003,2.0
907121,Sr. Davi Lucas Marques,TI,pleno,2023-08-31,2,244.0,172.0,17.0,6.116,11.539,9.0
448054,Natália Cassiano,TI,pleno,2015-09-09,15,18.0,225.0,40.0,8.811,10.208,2.0
217256,Benjamin Pastor,TI,pleno,2019-06-17,3,16.0,71.0,55.0,2.5850000000000004,6.336,5.0
98646,Luiz Miguel Camargo,TI,pleno,2019-11-13,10,217.0,110.0,3.0,14.388000000000002,15.29,0.0
698875,Maria Sophia Ribeiro,TI,pleno,2015-08-10,3,283.0,295.0,2.0,2.123,12.573,2.0
915933,Emanuella Souza,TI,pleno,2016-10-18,11,167.0,94.0,41.0,13.607,12.133,5.0
67845,Ágatha Silveira,TI,pleno,2018-07-03,13,92.0,52.0,6.0,8.151000000000002,14.894,1.0
688829,Luiz Henrique Oliveira,TI,pleno,2019-04-17,11,74.0,160.0,71.0,7.139000000000001,15.631000000000002,2.0
951050,Laís Santos,TI,pleno,2016-12-16,11,46.0,171.0,48.0,3.575,8.096000000000002,11.0
543321,Samuel Melo,TI,pleno,2015-10-25,12,229.0,298.0,95.0,12.892,9.438,9.0
67203,Sophia Silveira,TI,pleno,2019-02-06,13,22.0,128.0,18.0,12.705000000000002,11.748,4.0
150822,Isaac Silva,TI,pleno,2016-06-13,4,185.0,258.0,94.0,7.997,5.181,9.0
16546,Davi Lucas Sá,TI,pleno,2022-04-17,5,81.0,124.0,69.0,14.069,4.917,2.0
