ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,Tickets_Resolvidos,Tickets_Resolvidos_No_Prazo,Tempo_Medio_Atendimento_Minutos,Porcentagem_Reducao_Custos,Porcentagem_Aumento_Conversao_Apos_Melhorias,Max_Bugs_Criticos
302097,Daniela Pinto,TI,junior,2019-11-29,13,259.0,290.0,61.0,7.11,1.98,2.0
668116,Oliver Correia,TI,junior,2015-12-05,11,88.0,141.0,67.0,10.88,8.39,9.0
923607,Ravy Freitas,TI,junior,2022-04-29,5,234.0,146.0,57.0,2.65,9.52,0.0
492532,Eloá Santos,TI,junior,2018-10-15,11,125.0,114.0,49.0,7.12,2.3,7.0
426151,Luana Sales,TI,junior,2022-07-11,8,217.0,30.0,23.0,3.47,14.83,3.0
25139,Letícia da Rocha,TI,junior,2015-07-18,12,112.0,103.0,10.0,6.0,6.85,8.0
180986,Ryan Vargas,TI,junior,2018-07-01,8,294.0,253.0,9.0,13.67,7.24,6.0
593545,Raquel Pimenta,TI,junior,2018-02-05,1,145.0,146.0,80.0,6.61,0.95,7.0
920026,Fernanda Jesus,TI,junior,2019-01-02,2,1.0,107.0,57.0,12.0,8.22,4.0
446208,Dom Fogaça,TI,junior,2016-08-25,10,31.0,197.0,55.0,4.83,13.22,4.0
836243,Vinícius Jesus,TI,junior,2020-05-30,12,82.0,289.0,87.0,6.79,2.0,4.0
508654,Daniela Mendonça,TI,junior,2020-12-04,11,96.0,25.0,9.0,14.57,11.6,5.0
213075,Davi Luiz Cavalcante,TI,junior,2018-11-18,2,210.0,22.0,84.0,1.59,11.8,3.0
320324,Maria Luiza Ribeiro,TI,junior,2020-01-19,11,41.0,117.0,72.0,8.19,14.4,1.0
723050,Luiz Fernando Souza,TI,junior,2022-03-08,4,170.0,109.0,28.0,6.42,0.07,2.0
278050,Erick Jesus,TI,junior,2019-01-16,9,110.0,67.0,69.0,11.0,4.36,5.0
510658,Hadassa Campos,TI,junior,2017-07-12,11,155.0,237.0,35.0,13.77,13.22,0.0
999133,Ana Liz Mendes,TI,junior,2020-01-20,3,151.0,42.0,15.0,1.16,9.65,2.0
793562,Ryan Fogaça,TI,junior,2016-03-19,9,40.0,154.0,80.0,2.2,2.5,9.0
882682,Sra. Isabel Alves,TI,junior,2020-01-21,6,238.0,246.0,16.0,9.89,3.97,7.0
593890,Ísis Leão,TI,junior,2021-08-07,9,128.0,76.0,69.0,13.65,1.26,6.0
195891,Melina Porto,TI,junior,2022-11-17,7,156.0,113.0,18.0,12.06,6.13,1.0
139736,Cauã Barros,TI,junior,2016-06-05,15,229.0,162.0,4.0,7.23,9.31,5.0
736452,Sr. Davi Luiz Novaes,TI,junior,2017-06-20,9,142.0,3.0,38.0,2.02,13.4,6.0
511947,Maria Cecília Albuquerque,TI,junior,2018-04-16,13,63.0,119.0,9.0,14.05,7.1,1.0
169837,Carlos Eduardo Albuquerque,TI,junior,2017-09-27,1,103.0,141.0,1.0,13.83,14.2,5.0
173489,Sofia Andrade,TI,junior,2018-03-02,7,292.0,71.0,39.0,0.23,11.92,6.0
444740,Mariane Dias,TI,junior,2017-04-04,13,111.0,27.0,14.0,1.37,9.28,9.0
315059,Maria Julia Moraes,TI,junior,2016-10-12,9,18.0,193.0,63.0,11.87,1.89,2.0
121291,Isaac Lima,TI,junior,2020-02-23,10,108.0,223.0,80.0,12.33,11.91,1.0
491589,Isaac Almeida,TI,junior,2017-07-06,3,30.0,69.0,35.0,2.9,9.85,6.0
278949,Mirella Cassiano,TI,junior,2017-12-05,14,298.0,91.0,27.0,3.33,12.84,0.0
788572,Dr. Fernando Moura,TI,junior,2018-09-04,12,229.0,144.0,18.0,5.93,8.57,6.0
3585,Eloá Machado,TI,junior,2017-08-19,7,73.0,80.0,39.0,10.27,8.64,1.0
287040,Henry Lopes,TI,junior,2018-08-31,2,132.0,277.0,21.0,10.28,2.34,7.0
965758,Fernanda Moura,TI,junior,2023-12-12,12,113.0,272.0,47.0,3.83,0.9,2.0
751216,João Moura,TI,junior,2019-09-05,3,114.0,114.0,69.0,13.68,8.48,7.0
709471,Igor Jesus,TI,junior,2016-08-24,12,88.0,40.0,63.0,4.12,7.91,5.0
175699,José Miguel Martins,TI,junior,2015-03-17,6,3.0,60.0,25.0,11.85,4.62,5.0
455283,Maria Laura Campos,TI,junior,2020-11-25,5,240.0,271.0,14.0,5.1,7.25,9.0
510549,Pietra Lima,TI,junior,2019-05-22,1,62.0,11.0,35.0,12.97,1.74,3.0
905191,Sr. Caleb Costela,TI,junior,2018-06-05,4,227.0,198.0,41.0,4.37,9.23,4.0
513351,Sr. Thiago Campos,TI,junior,2022-03-22,2,43.0,219.0,89.0,14.76,11.68,5.0
841950,Felipe Castro,TI,junior,2018-03-02,13,181.0,273.0,67.0,9.89,5.55,2.0
612343,Marcos Vinicius Rezende,TI,junior,2023-05-26,15,145.0,240.0,78.0,5.14,1.27,1.0
865004,Bryan Dias,TI,junior,2018-05-10,3,113.0,229.0,58.0,12.05,2.77,1.0
644152,Isadora da Cunha,TI,junior,2016-05-22,13,155.0,282.0,44.0,6.54,12.66,8.0
996437,Srta. Ana Carolina Andrade,TI,junior,2021-10-18,8,90.0,117.0,10.0,10.33,7.3,9.0
811512,Manuela Teixeira,TI,junior,2021-09-10,9,42.0,58.0,65.0,8.89,7.34,1.0
173905,Ana Liz Vargas,TI,junior,2023-06-22,9,122.0,64.0,59.0,7.85,14.1,9.0
418811,Srta. Juliana Teixeira,TI,junior,2015-01-05,7,245.0,32.0,45.0,11.99,3.31,8.0
504336,Ana Vitória Vargas,TI,junior,2020-07-29,5,96.0,289.0,19.0,0.68,2.6,1.0
527011,Thales Montenegro,TI,junior,2016-11-01,2,40.0,237.0,57.0,5.64,2.37,9.0
71124,Gabriela Rodrigues,TI,junior,2017-05-18,2,237.0,191.0,55.0,2.55,14.55,9.0
297777,Sophie Azevedo,TI,junior,2020-08-04,7,125.0,13.0,89.0,11.0,7.56,4.0
627575,Ravi Silveira,TI,junior,2021-07-16,1,186.0,101.0,84.0,7.72,13.65,4.0
482100,Thales Barbosa,TI,junior,2021-01-03,8,96.0,269.0,45.0,6.34,0.82,4.0
570916,Sra. Caroline Abreu,TI,junior,2022-04-16,13,142.0,126.0,66.0,0.32,2.84,0.0
619889,Olívia Montenegro,TI,junior,2015-08-20,12,65.0,266.0,67.0,6.23,6.64,2.0
530689,Mirella Monteiro,TI,junior,2019-08-02,11,44.0,138.0,62.0,5.36,0.79,4.0
148820,Maria Luiza da Cruz,TI,junior,2023-10-01,12,249.0,239.0,50.0,10.34,14.29,8.0
299083,Marina Ramos,TI,junior,2020-06-07,10,292.0,30.0,19.0,7.56,10.62,4.0
151814,Joaquim Costa,TI,junior,2015-08-17,7,261.0,34.0,15.0,8.08,0.56,7.0
539950,Arthur Gabriel Cardoso,TI,junior,2018-11-22,13,71.0,171.0,45.0,1.81,9.96,6.0
630590,Ian Pacheco,TI,junior,2017-09-07,9,252.0,199.0,85.0,10.36,11.83,2.0
375812,Sabrina Sales,TI,junior,2019-03-09,3,78.0,206.0,74.0,11.99,2.98,4.0
660181,Dr. João Miguel Siqueira,TI,junior,2022-11-24,5,299.0,85.0,61.0,6.27,6.13,1.0
67348,Rafael Lopes,TI,junior,2018-03-20,10,63.0,15.0,58.0,4.85,0.83,1.0
631515,Benjamim Freitas,TI,junior,2021-12-26,12,2.0,35.0,15.0,7.16,10.38,9.0
701267,Emanuella Guerra,TI,junior,2019-07-08,13,258.0,63.0,58.0,9.75,6.54,6.0
666424,Alexia Siqueira,TI,junior,2016-06-03,12,26.0,231.0,13.0,6.33,1.75,9.0
859157,Dra. Joana Costa,TI,junior,2018-07-19,11,266.0,187.0,56.0,6.63,5.18,8.0
879196,Danilo Sales,TI,junior,2022-09-13,11,136.0,295.0,72.0,14.84,8.48,9.0
652888,Yago Gonçalves,TI,junior,2017-04-21,2,289.0,82.0,19.0,12.45,12.58,6.0
264297,Brayan Ramos,TI,junior,2023-01-20,11,274.0,6.0,50.0,8.79,1.52,8.0
855220,Cauã Novais,TI,junior,2019-06-11,13,249.0,218.0,90.0,13.17,3.16,5.0
791299,Ravy Nunes,TI,junior,2015-09-08,11,236.0,195.0,7.0,0.46,12.48,7.0
841069,Alana Ramos,TI,junior,2016-11-15,9,20.0,38.0,6.0,3.89,8.55,2.0
520905,Pietro Nascimento,TI,junior,2019-12-05,2,283.0,233.0,56.0,11.46,9.38,6.0
844255,Maria Vitória Garcia,TI,junior,2020-11-25,6,236.0,102.0,60.0,10.42,14.73,6.0
709736,Mateus Monteiro,TI,junior,2018-06-27,3,72.0,220.0,86.0,4.97,11.1,2.0
586495,Sara Lopes,TI,junior,2016-11-11,4,276.0,229.0,53.0,12.82,4.41,1.0
890985,Luara Câmara,TI,junior,2016-12-13,13,142.0,155.0,71.0,11.36,10.84,5.0
21313,Dr. Léo Garcia,TI,junior,2019-10-29,5,299.0,23.0,9.0,11.5,4.89,5.0
73909,Srta. Isis Jesus,TI,junior,2018-06-15,5,53.0,37.0,67.0,2.53,10.07,0.0
932701,Ana Luiza Pereira,TI,junior,2017-11-30,2,133.0,14.0,57.0,7.84,9.94,7.0
273842,Maria Clara Alves,TI,junior,2015-03-13,7,66.0,265.0,72.0,12.46,2.52,2.0
858143,Srta. Hellena Costa,TI,junior,2017-06-02,7,245.0,97.0,56.0,9.37,14.01,4.0
212369,Dr. Davi Souza,TI,junior,2021-09-02,9,281.0,38.0,16.0,8.23,11.93,2.0
646836,Srta. Cecília Sá,TI,junior,2018-06-09,10,209.0,194.0,24.0,6.83,10.22,3.0
45539,Maria Luísa Monteiro,TI,junior,2015-09-04,10,143.0,202.0,9.0,0.92,11.28,0.0
834762,Dr. Diogo Gonçalves,TI,junior,2016-03-19,14,220.0,88.0,18.0,2.15,7.8,6.0
988140,Sr. Lucca da Luz,TI,junior,2021-12-11,8,48.0,279.0,81.0,11.49,3.31,3.0
768603,Theodoro Barros,TI,junior,2023-03-19,4,200.0,277.0,57.0,7.38,11.93,3.0
21843,Anna Liz Cassiano,TI,junior,2021-01-17,15,277.0,233.0,77.0,10.91,4.49,8.0
101962,Sr. Rhavi Teixeira,TI,junior,2019-07-17,5,255.0,213.0,41.0,2.46,2.06,7.0
776439,Ana Cecília Cunha,TI,junior,2020-08-27,3,7.0,172.0,52.0,4.11,11.18,8.0
946134,Stella Montenegro,TI,junior,2022-05-03,3,54.0,180.0,16.0,8.32,12.01,1.0
858036,Dr. Isaque Mendonça,TI,junior,2023-10-25,5,196.0,26.0,23.0,11.3,1.27,1.0
125368,Emanuel Casa Grande,TI,junior,2019-08-19,1,250.0,255.0,77.0,4.35,7.25,3.0
414196,Dra. Manuella Oliveira,TI,junior,2022-06-12,6,123.0,274.0,1.0,11.54,3.75,5.0
928049,Lucca da Luz,TI,junior,2021-12-30,11,285.0,288.0,88.0,1.78,7.34,5.0
446898,Dr. Cauê da Paz,TI,junior,2022-05-01,7,97.0,229.0,79.0,7.53,13.85,8.0
422336,Daniel Silva,TI,junior,2021-12-13,7,230.0,71.0,61.0,5.13,14.65,7.0
573386,Joaquim Marques,TI,junior,2020-05-10,2,12.0,290.0,80.0,12.26,2.89,4.0
162405,Gustavo Cardoso,TI,junior,2022-03-10,10,273.0,20.0,38.0,13.97,7.56,0.0
810354,Diogo Aragão,TI,junior,2023-01-05,13,222.0,119.0,62.0,13.05,14.57,2.0
458765,Sra. Manuella Duarte,TI,junior,2016-05-30,4,264.0,237.0,41.0,10.62,7.88,3.0
610972,Isabel Rocha,TI,junior,2016-05-21,1,40.0,231.0,24.0,14.08,8.99,8.0
968135,Isis Almeida,TI,junior,2015-10-09,1,6.0,13.0,49.0,1.54,13.3,4.0
47958,Ana Luiza Moraes,TI,junior,2015-02-21,10,96.0,117.0,65.0,11.78,7.18,1.0
460819,Dra. Heloisa Ferreira,TI,junior,2016-05-16,4,127.0,47.0,88.0,7.82,14.67,1.0
50856,Larissa Pastor,TI,junior,2018-01-25,13,245.0,141.0,28.0,9.63,12.41,2.0
531498,Sofia Câmara,TI,junior,2021-10-27,8,132.0,154.0,56.0,4.7,1.25,4.0
86729,Aylla Peixoto,TI,junior,2015-09-13,1,285.0,44.0,19.0,8.52,14.82,8.0
683948,Ana da Paz,TI,junior,2022-11-06,4,11.0,224.0,17.0,10.45,11.62,6.0
905314,Rafael Barros,TI,junior,2019-05-31,9,151.0,189.0,71.0,12.65,9.41,3.0
198603,Gael Henrique Monteiro,TI,junior,2015-12-03,3,8.0,212.0,83.0,1.18,5.74,7.0
56154,Valentim Souza,TI,junior,2020-01-22,14,32.0,85.0,81.0,1.39,7.41,4.0
305733,Eduardo Rios,TI,junior,2020-10-02,5,63.0,126.0,80.0,9.5,6.76,2.0
294569,Mariane Rodrigues,TI,junior,2018-09-18,1,172.0,194.0,61.0,6.53,12.2,2.0
994950,Dr. João Barbosa,TI,junior,2015-08-28,6,101.0,5.0,42.0,12.45,6.23,3.0
716017,Valentina da Rocha,TI,junior,2019-02-11,2,280.0,260.0,23.0,11.77,1.66,9.0
832903,Emanuella Nascimento,TI,junior,2017-12-16,9,140.0,116.0,44.0,5.11,12.21,8.0
762071,Maria Luísa Aragão,TI,junior,2023-06-24,11,234.0,56.0,25.0,2.46,4.61,9.0
872047,Théo Lima,TI,junior,2023-08-05,1,50.0,100.0,41.0,14.43,9.99,4.0
727997,Bruno Borges,TI,junior,2019-06-21,5,80.0,204.0,80.0,5.87,6.26,10.0
97968,Sabrina Souza,TI,junior,2020-11-21,9,247.0,170.0,62.0,12.96,1.82,6.0
119804,Benício Rios,TI,junior,2020-07-20,2,90.0,93.0,89.0,0.1,7.27,7.0
3429,Dra. Aurora Dias,TI,junior,2018-03-21,1,26.0,7.0,86.0,1.44,0.5,1.0
430614,Matheus Nogueira,TI,junior,2021-08-30,9,240.0,132.0,56.0,13.11,8.54,1.0
923164,Mariana Mendes,TI,junior,2016-12-01,14,10.0,126.0,18.0,13.32,0.89,2.0
312825,Emanuelly Cavalcante,TI,junior,2015-11-04,3,16.0,270.0,63.0,9.33,4.2,2.0
712296,Heitor Cirino,TI,junior,2018-10-13,4,91.0,166.0,11.0,10.87,11.82,0.0
472091,Sabrina Marques,TI,junior,2023-01-18,12,227.0,102.0,75.0,6.51,6.41,7.0
990344,Sr. Pedro Lucas Cardoso,TI,junior,2021-06-14,14,274.0,196.0,54.0,6.73,6.28,6.0
227813,Alana Aragão,TI,junior,2022-08-30,3,46.0,2.0,53.0,10.11,6.8,3.0
28885,Maria Sophia Cassiano,TI,junior,2020-04-10,2,133.0,130.0,24.0,12.97,14.9,7.0
254835,Alana Sampaio,TI,junior,2022-07-23,5,232.0,145.0,72.0,7.34,6.18,2.0
571936,Mateus Borges,TI,junior,2018-07-18,10,93.0,123.0,52.0,2.5,3.09,6.0
614382,Ana Sophia Correia,TI,junior,2020-12-09,15,10.0,225.0,73.0,5.67,6.01,8.0
590142,João Gabriel Mendonça,TI,junior,2021-01-04,10,29.0,51.0,78.0,7.35,3.75,1.0
594053,Isis Farias,TI,junior,2018-01-25,2,276.0,128.0,7.0,1.91,0.2,5.0
758828,Ana Clara Santos,TI,junior,2015-09-23,10,2.0,93.0,8.0,5.53,3.81,9.0
939550,Ágatha Sousa,TI,junior,2016-07-01,9,282.0,121.0,75.0,10.04,0.97,8.0
42247,Sr. Thomas Sá,TI,junior,2018-03-31,10,170.0,139.0,10.0,1.36,10.94,2.0
927524,Julia Novais,TI,junior,2021-09-07,4,230.0,237.0,20.0,5.62,1.22,7.0
405192,Benjamim Cardoso,TI,junior,2021-01-07,14,93.0,114.0,26.0,4.18,8.48,4.0
97319,Kevin da Rosa,TI,junior,2017-10-18,9,298.0,130.0,58.0,10.23,4.33,3.0
655830,Sara Cavalcanti,TI,junior,2023-04-01,4,104.0,201.0,87.0,0.4,13.28,2.0
6858,Ravi Castro,TI,junior,2022-11-16,12,45.0,101.0,84.0,8.85,2.96,8.0
209613,Lorena Novaes,TI,junior,2019-12-18,12,107.0,11.0,66.0,3.73,1.26,1.0
784584,Laís Ribeiro,TI,junior,2017-08-08,8,180.0,220.0,85.0,4.88,3.75,6.0
354957,Théo Andrade,TI,junior,2016-10-25,4,286.0,7.0,54.0,11.85,5.84,5.0
323108,Diogo Barros,TI,junior,2015-03-16,10,97.0,88.0,81.0,3.11,6.92,2.0
328501,André da Mata,TI,junior,2021-12-10,1,215.0,182.0,89.0,10.72,6.58,8.0
983554,Liz da Mata,TI,junior,2016-08-16,13,107.0,138.0,82.0,13.59,12.6,8.0
471262,Rael Carvalho,TI,junior,2019-07-23,5,222.0,109.0,3.0,9.4,14.28,5.0
426464,Lorenzo Albuquerque,TI,junior,2015-12-26,14,172.0,141.0,59.0,2.86,1.1,7.0
128855,Sra. Cecilia Silva,TI,junior,2015-02-18,1,57.0,44.0,28.0,1.51,8.0,9.0
669262,Guilherme da Mota,TI,junior,2019-02-22,2,28.0,53.0,82.0,10.87,1.83,8.0
469821,Sr. Luigi Porto,TI,junior,2016-02-21,6,110.0,277.0,71.0,0.45,3.06,4.0
808483,Maria Isis da Cunha,TI,junior,2020-05-09,5,215.0,85.0,55.0,3.75,3.76,7.0
854695,Antonella Vieira,TI,junior,2020-02-11,1,119.0,282.0,90.0,2.92,12.6,2.0
695882,Theo Porto,TI,junior,2023-12-19,7,162.0,287.0,38.0,3.03,0.73,10.0
662110,Mirella Dias,TI,junior,2018-07-20,7,260.0,84.0,65.0,4.14,3.78,5.0
823114,Natália Machado,TI,junior,2019-10-27,7,173.0,35.0,69.0,5.41,10.09,9.0
339057,André Alves,TI,junior,2019-05-27,9,239.0,174.0,9.0,13.76,14.78,7.0
78680,Alana Santos,TI,junior,2020-01-21,3,159.0,219.0,66.0,3.73,9.02,8.0
724601,Cecília da Conceição,TI,junior,2019-10-04,15,270.0,149.0,54.0,14.96,13.8,9.0
329711,José Pedro Ribeiro,TI,junior,2021-04-06,14,160.0,14.0,27.0,2.82,14.46,1.0
109161,Kamilly Cunha,TI,junior,2018-10-22,12,133.0,231.0,60.0,7.55,14.62,8.0
21020,Eduarda Duarte,TI,junior,2017-04-04,3,205.0,184.0,31.0,14.82,6.82,9.0
539605,Sr. José Miguel Teixeira,TI,junior,2016-07-14,8,287.0,92.0,6.0,9.35,4.73,9.0
744573,Lunna Sousa,TI,junior,2020-08-22,2,134.0,6.0,44.0,10.08,5.16,3.0
658372,João Miguel Vieira,TI,junior,2022-09-28,2,47.0,188.0,78.0,6.91,13.1,8.0
485237,Lucca Alves,TI,junior,2021-08-08,2,17.0,42.0,83.0,13.9,2.78,7.0
544706,Ravy da Cunha,TI,junior,2016-08-17,5,56.0,255.0,68.0,3.42,5.92,8.0
27201,Sara Leão,TI,junior,2023-08-11,10,96.0,231.0,82.0,10.47,9.08,10.0
913232,Ryan Caldeira,TI,junior,2020-11-12,8,159.0,102.0,34.0,10.33,1.92,6.0
658932,Dr. Davi Pinto,TI,junior,2023-05-06,6,273.0,271.0,57.0,13.53,7.14,3.0
959220,Sofia Vargas,TI,junior,2017-03-29,13,287.0,179.0,11.0,11.0,11.03,2.0
327439,Ian Monteiro,TI,junior,2021-11-16,3,265.0,17.0,65.0,1.98,0.96,1.0
513188,Sra. Ana Laura Ramos,TI,junior,2019-04-26,8,157.0,193.0,36.0,2.32,12.34,8.0
775759,João Guilherme Duarte,TI,junior,2019-03-25,15,266.0,245.0,32.0,0.82,9.39,6.0
582099,Alexandre Cassiano,TI,junior,2015-03-03,15,86.0,27.0,33.0,12.31,8.17,4.0
803065,Benicio Nunes,TI,junior,2017-11-03,4,149.0,275.0,63.0,4.6,11.34,3.0
698210,Liz Ramos,TI,junior,2016-07-19,10,20.0,136.0,11.0,14.17,9.92,0.0
16200,Matheus Gomes,TI,junior,2020-12-06,8,272.0,263.0,11.0,2.43,8.56,7.0
315525,Raquel Sales,TI,junior,2016-12-06,1,143.0,116.0,11.0,2.72,5.42,8.0
767175,Srta. Ana Júlia Borges,TI,junior,2023-01-04,14,268.0,275.0,25.0,0.05,10.07,4.0
894355,Srta. Alice Rocha,TI,junior,2022-11-09,4,112.0,211.0,54.0,10.48,5.66,8.0
778530,Srta. Rafaela Pacheco,TI,junior,2023-02-24,1,194.0,19.0,64.0,0.33,8.57,4.0
646187,Raquel Sá,TI,junior,2020-02-04,5,28.0,209.0,5.0,1.19,13.98,5.0
909888,Laura da Paz,TI,junior,2022-06-11,6,189.0,111.0,40.0,5.01,9.19,3.0
967730,Breno Duarte,TI,junior,2021-09-05,12,68.0,7.0,44.0,4.92,7.63,5.0
315239,Sra. Marina Vieira,TI,junior,2017-06-20,15,298.0,49.0,31.0,7.83,10.34,2.0
506933,Alícia Moreira,TI,junior,2021-05-14,8,293.0,223.0,75.0,14.01,11.71,6.0
89099,Theodoro Pereira,TI,junior,2021-05-19,2,236.0,191.0,22.0,8.06,6.38,0.0
79964,Srta. Alícia Moura,TI,junior,2019-02-01,15,175.0,24.0,4.0,4.67,11.41,8.0
245924,Raquel Pastor,TI,junior,2019-07-06,11,79.0,177.0,51.0,11.91,1.23,2.0
601874,Mateus Novais,TI,junior,2022-11-06,12,205.0,40.0,20.0,14.39,8.62,7.0
717832,Sarah Souza,TI,junior,2021-04-16,5,62.0,106.0,78.0,12.87,9.93,5.0
316255,Thomas Pastor,TI,junior,2022-10-21,8,176.0,104.0,58.0,6.74,10.33,3.0
672104,Liam Monteiro,TI,junior,2019-10-15,13,33.0,216.0,47.0,10.35,4.08,7.0
163812,Arthur Miguel Andrade,TI,junior,2018-06-17,7,207.0,31.0,81.0,3.47,13.0,2.0
371699,Dr. Oliver Moura,TI,junior,2015-01-18,9,239.0,38.0,5.0,11.06,8.0,9.0
