ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,Vendas,Satisfacao_Cliente,Valor_Gerado_Reais
609468,Sra. Ayla da Rocha,vendas,junior,2020-09-12,4,9452.0,2.53,966686.63
393022,Nicole Ribeiro,vendas,junior,2019-12-02,1,6025.0,2.01,40254.91
894032,Augusto Costa,vendas,junior,2016-10-23,6,2984.0,3.01,928454.85
660752,Valentim Pastor,vendas,junior,2021-02-21,4,3281.0,2.6,116240.02
781947,Maria Vitória Câmara,vendas,junior,2015-09-18,7,9785.0,2.32,719093.98
155730,Rael da Paz,vendas,junior,2019-09-29,11,673.0,2.97,446441.07
968332,Fernando Macedo,vendas,junior,2022-04-25,15,3007.0,3.54,805776.16
137746,Pedro Henrique Almeida,vendas,junior,2019-12-01,7,2608.0,4.67,579142.93
265286,Isis Fernandes,vendas,junior,2021-12-05,10,9180.0,2.62,240968.83
79310,Laura Fogaça,vendas,junior,2019-02-14,7,5870.0,3.76,712711.4
22044,Josué Ribeiro,vendas,junior,2016-08-12,13,4371.0,4.19,340592.75
429617,Isaque Vieira,vendas,junior,2022-10-09,3,2680.0,1.9,783890.28
102377,Ana Julia Mendonça,vendas,junior,2016-08-08,2,4310.0,2.78,512440.85
904516,Liz da Mata,vendas,junior,2015-04-10,6,3539.0,0.47,598043.8
380942,Pedro Machado,vendas,junior,2016-04-29,10,3047.0,4.74,332217.22
961978,Letícia Barbosa,vendas,junior,2019-04-03,6,8313.0,3.65,348328.65
948376,Guilherme Ramos,vendas,junior,2022-07-19,1,5654.0,3.98,220529.51
94746,Henry Ferreira,vendas,junior,2015-07-28,14,2099.0,3.69,689133.59
949953,Ana Luiza Ferreira,vendas,junior,2018-01-25,14,1462.0,1.61,247554.74
401205,Sra. Maysa Caldeira,vendas,junior,2023-04-10,11,4768.0,0.66,226190.86
636473,Bernardo Pastor,vendas,junior,2020-11-20,13,3134.0,4.4,137129.29
744771,Dra. Luísa Rocha,vendas,junior,2021-10-08,12,8966.0,0.7,123157.22
781213,Ayla Santos,vendas,junior,2018-07-25,3,2446.0,2.36,382979.47
252773,Sra. Alice Pastor,vendas,junior,2019-07-11,7,5529.0,4.57,740665.83
626785,Dr. Caio Câmara,vendas,junior,2015-09-26,6,4496.0,1.57,120736.74
628743,Vinícius Ribeiro,vendas,junior,2016-04-29,11,1981.0,2.0,686285.26
117687,Larissa Vasconcelos,vendas,junior,2023-02-23,14,1001.0,3.28,266527.0
982605,Vitor Araújo,vendas,junior,2018-06-22,6,2366.0,1.59,738105.1
917251,Antony da Cruz,vendas,junior,2018-01-02,4,6024.0,4.61,967531.69
246500,Olívia da Paz,vendas,junior,2022-06-27,11,3608.0,2.14,294549.45
367743,Ísis Machado,vendas,junior,2023-09-03,7,1262.0,2.12,988279.94
391243,Lucas Gabriel Montenegro,vendas,junior,2015-01-28,5,3881.0,1.99,326126.81
111816,Srta. Maria Alice da Mata,vendas,junior,2015-01-10,12,2754.0,0.72,608655.26
896511,Carlos Eduardo Mendonça,vendas,junior,2018-11-30,15,8370.0,1.25,456448.67
299594,Eloá Garcia,vendas,junior,2016-04-14,7,6474.0,3.39,269083.58
353720,Yago Camargo,vendas,junior,2022-10-09,12,2524.0,4.03,305459.7
151616,Bianca Abreu,vendas,junior,2018-08-29,13,5763.0,0.79,785210.91
776975,Thales Vargas,vendas,junior,2020-11-25,8,6145.0,3.17,403393.48
574610,Valentina Guerra,vendas,junior,2019-03-11,4,9481.0,4.59,403391.64
539763,Igor Araújo,vendas,junior,2022-08-29,15,3666.0,3.25,37363.43
456544,Murilo Cavalcante,vendas,junior,2022-08-10,2,8352.0,3.35,149144.49
308004,Luísa Cassiano,vendas,junior,2022-10-19,6,8132.0,4.37,852248.69
58474,Sra. Ana Sales,vendas,junior,2023-03-08,10,8443.0,1.66,767416.4
650915,Sophia das Neves,vendas,junior,2022-01-31,7,4924.0,4.11,742510.89
182690,Fernando Vargas,vendas,junior,2015-03-06,1,6906.0,1.48,753593.95
723857,Mathias Oliveira,vendas,junior,2018-01-06,14,7437.0,1.02,868849.96
479999,Dra. Giovanna da Paz,vendas,junior,2021-03-08,5,7351.0,0.6,40634.23
692483,Yasmin Araújo,vendas,junior,2016-08-16,7,6703.0,3.87,864950.86
673508,Sr. Davi Lucas Dias,vendas,junior,2017-04-02,13,5378.0,3.51,976223.92
244600,Henry Gabriel Farias,vendas,junior,2019-07-12,14,1814.0,4.0,852251.13
974747,João Felipe Rios,vendas,junior,2019-09-15,14,5227.0,4.55,684367.83
232226,Rebeca Moraes,vendas,junior,2019-02-23,8,1199.0,0.39,955779.68
854458,Maria Vitória Vieira,vendas,junior,2020-01-08,12,3436.0,1.57,653013.1
139475,Gustavo Henrique Correia,vendas,junior,2016-10-12,12,7278.0,3.31,940437.34
775301,Caio Rocha,vendas,junior,2018-12-26,12,9688.0,2.91,690751.41
31599,Maria Laura da Conceição,vendas,junior,2019-06-11,3,5232.0,0.33,835193.36
462525,Théo Araújo,vendas,junior,2023-01-23,10,2021.0,2.43,98753.59
893662,Bruna Carvalho,vendas,junior,2021-05-19,8,6557.0,4.64,832077.7
17185,Caroline Ribeiro,vendas,junior,2023-05-28,11,7925.0,2.75,504692.78
951852,Dr. Samuel Santos,vendas,junior,2023-07-17,14,661.0,4.64,985627.64
873161,Olívia Ribeiro,vendas,junior,2021-04-26,5,1789.0,3.56,419581.69
414290,Miguel Castro,vendas,junior,2016-01-23,14,240.0,3.13,117925.72
359547,Calebe Porto,vendas,junior,2021-09-15,10,6858.0,1.71,724396.64
418090,Maria Flor Garcia,vendas,junior,2016-05-21,8,1940.0,4.17,922279.77
316916,Raul Novais,vendas,junior,2015-01-24,8,712.0,3.07,338738.89
320934,Bella Lima,vendas,junior,2022-06-21,7,290.0,4.52,50456.01
801268,Laís Nascimento,vendas,junior,2019-04-29,10,4265.0,0.89,596121.36
350082,Bento Moura,vendas,junior,2015-02-04,15,116.0,3.24,143995.89
241455,Dr. Eduardo Barbosa,vendas,junior,2023-11-26,12,4248.0,0.04,498156.96
373884,Sara Cavalcanti,vendas,junior,2015-05-22,8,5681.0,3.52,113164.37
410851,Cecilia Câmara,vendas,junior,2019-11-29,15,6194.0,0.28,594138.58
476580,Oliver Mendes,vendas,junior,2020-04-10,1,2773.0,0.31,388590.43
580319,Daniela Abreu,vendas,junior,2020-06-07,15,1794.0,0.45,651755.79
151290,Dra. Isabel Sampaio,vendas,junior,2016-10-11,3,6398.0,2.62,412031.32
988529,Natália Duarte,vendas,junior,2017-07-18,8,7966.0,3.43,968573.84
423336,Dr. Luiz Gustavo Cardoso,vendas,junior,2019-04-13,14,6922.0,0.3,136501.5
709089,Pedro Viana,vendas,junior,2023-05-22,14,2759.0,3.49,496328.73
515994,Eloá Nascimento,vendas,junior,2019-07-19,6,9938.0,2.87,440888.64
625048,Rhavi Rodrigues,vendas,junior,2021-10-23,6,5625.0,0.17,316943.76
919414,Yasmin Pires,vendas,junior,2020-06-24,6,3032.0,4.94,525301.05
39318,Joana Casa Grande,vendas,junior,2018-12-06,1,1860.0,1.91,553866.93
575532,Samuel Alves,vendas,junior,2018-09-03,8,2627.0,4.78,834243.07
722101,Sra. Maria Laura Sales,vendas,junior,2020-09-21,4,188.0,2.42,431247.47
947483,Yasmin Barbosa,vendas,junior,2016-03-03,2,7931.0,2.57,59265.24
702620,Gael Henrique Carvalho,vendas,junior,2015-07-16,10,1456.0,3.73,277375.66
325572,Brenda Azevedo,vendas,junior,2023-08-21,12,3948.0,3.48,977570.85
394809,Sr. Guilherme Pastor,vendas,junior,2018-04-27,14,3637.0,1.0,200263.5
192328,Juan Cunha,vendas,junior,2016-02-05,10,4981.0,0.13,179095.69
927952,Vinícius Pastor,vendas,junior,2021-09-20,12,5567.0,4.3,303044.57
953223,Lorenzo Nunes,vendas,junior,2021-05-09,13,1594.0,0.68,258396.85
277250,Clara Carvalho,vendas,junior,2018-03-19,10,9699.0,2.2,254305.92
925891,Helena Pires,vendas,junior,2021-06-11,13,9159.0,3.16,879467.25
713720,José Pedro Pastor,vendas,junior,2018-07-29,13,5164.0,4.85,830621.38
186252,Mariah Gomes,vendas,junior,2016-05-18,7,2537.0,3.1,302507.36
372853,Oliver da Mota,vendas,junior,2023-11-14,14,3496.0,1.02,284116.45
632107,Olivia Aparecida,vendas,junior,2022-04-23,12,8429.0,0.23,416251.56
808684,Cauã da Conceição,vendas,junior,2015-05-10,7,1995.0,3.03,100903.73
120292,Breno Azevedo,vendas,junior,2022-08-02,9,3377.0,0.57,226690.26
166417,Luiz Gustavo da Rocha,vendas,junior,2016-05-25,13,8486.0,2.2,415749.84
880096,Luísa Pastor,vendas,junior,2017-10-27,3,8348.0,2.37,286758.3
167822,Maria Helena da Conceição,vendas,junior,2023-05-17,3,7532.0,2.65,787215.74
347165,Luiz Felipe Aragão,vendas,junior,2016-10-31,10,7566.0,4.71,448736.89
937749,Kaique da Luz,vendas,junior,2015-05-07,10,3068.0,2.04,169191.05
529844,Allana Rodrigues,vendas,junior,2022-03-22,8,2026.0,3.76,586029.08
57820,Ayla Vasconcelos,vendas,junior,2015-03-02,9,3733.0,4.93,782023.66
145833,Luiza Cassiano,vendas,junior,2019-08-21,7,7392.0,2.82,300638.35
856370,Vinicius Nunes,vendas,junior,2021-12-28,13,3774.0,4.45,693363.67
435866,Pedro Miguel da Cruz,vendas,junior,2023-01-09,11,9191.0,2.21,301471.07
128567,Brenda Ferreira,vendas,junior,2021-02-06,13,3117.0,2.18,959741.35
731686,Gabriela Monteiro,vendas,junior,2021-01-07,12,1978.0,0.87,885382.23
475600,Lucca Martins,vendas,junior,2023-06-28,7,5326.0,3.47,317951.61
775378,Otávio Jesus,vendas,junior,2015-11-13,9,5086.0,3.76,645071.56
134584,Erick Garcia,vendas,junior,2021-04-21,4,8949.0,2.26,234384.59
92777,Oliver Fogaça,vendas,junior,2016-02-14,7,1291.0,2.09,743142.75
255067,Maya Andrade,vendas,junior,2018-09-04,11,8704.0,1.55,817896.1
365026,Caio Gonçalves,vendas,junior,2018-03-07,15,2738.0,3.14,291889.59
443150,Daniel Castro,vendas,junior,2021-05-04,7,2138.0,1.78,173621.56
504635,André Santos,vendas,junior,2020-03-23,2,4111.0,3.84,499576.02
592297,João Vitor Guerra,vendas,junior,2017-01-10,9,8469.0,1.66,242248.98
318241,Sr. Ravy Marques,vendas,junior,2019-03-13,12,4777.0,4.61,361414.29
943024,Melissa Vieira,vendas,junior,2018-12-17,5,590.0,0.91,759164.68
795049,Srta. Sophia da Conceição,vendas,junior,2021-06-05,9,2111.0,3.96,375665.8
458011,Lívia Teixeira,vendas,junior,2020-10-16,12,6019.0,4.35,279467.53
629210,Josué Alves,vendas,junior,2021-06-13,7,7533.0,3.3,89431.82
355609,Lucca Pereira,vendas,junior,2022-04-03,6,5479.0,1.69,677898.69
391512,Noah Moraes,vendas,junior,2015-11-27,1,2181.0,3.74,735318.9
58075,Sr. Ravi Montenegro,vendas,junior,2020-01-30,2,3556.0,2.37,945063.2
95698,André Silva,vendas,junior,2019-06-17,15,1166.0,0.61,641409.33
94213,Augusto Marques,vendas,junior,2021-01-28,14,1757.0,3.64,306549.55
198628,Yago Silveira,vendas,junior,2018-02-02,12,3788.0,3.68,52864.63
717903,Alícia Novais,vendas,junior,2020-10-11,1,751.0,4.2,513684.48
645452,Anthony Gabriel Fonseca,vendas,junior,2021-03-17,3,3945.0,3.72,900997.81
934739,Agatha Fonseca,vendas,junior,2020-07-04,6,9577.0,3.96,126123.58
515597,Samuel Mendes,vendas,junior,2021-12-18,8,521.0,3.72,211977.55
121848,Luigi Pires,vendas,junior,2017-04-29,7,720.0,1.23,909131.05
540799,Liz Rocha,vendas,junior,2017-10-13,5,2267.0,1.93,353309.91
74556,Srta. Sophia da Cunha,vendas,junior,2022-01-14,10,6045.0,0.89,530480.64
9486,Ana Clara Siqueira,vendas,junior,2015-11-11,6,3617.0,1.02,850595.11
408897,Gabriel Vargas,vendas,junior,2015-04-27,7,2450.0,0.06,831067.99
437230,Sr. Fernando Andrade,vendas,junior,2022-04-09,5,4698.0,0.7,527450.04
997946,Dante Gonçalves,vendas,junior,2015-05-05,5,8950.0,2.14,963365.77
474429,Sara Oliveira,vendas,junior,2021-06-07,12,3493.0,2.1,475499.42
657127,Dra. Raquel da Cunha,vendas,junior,2015-12-09,8,6496.0,3.08,411279.66
357377,Dra. Sophia da Rocha,vendas,junior,2016-10-19,14,7769.0,2.76,114501.11
959736,Allana Silva,vendas,junior,2015-02-03,2,6597.0,3.16,854808.93
553933,Matteo Borges,vendas,junior,2022-03-22,13,5610.0,3.58,946271.06
230411,Rhavi Viana,vendas,junior,2023-02-25,7,1051.0,1.61,687598.91
457149,Heitor Sales,vendas,junior,2018-01-26,14,880.0,3.62,812281.99
120183,Henry Almeida,vendas,junior,2015-12-27,3,5835.0,0.6,319332.68
456329,Sofia da Mata,vendas,junior,2020-03-21,10,9167.0,1.93,452431.89
475141,Dr. Benjamin Correia,vendas,junior,2022-09-09,1,4610.0,0.54,110199.18
296730,Larissa Caldeira,vendas,junior,2019-11-04,5,6486.0,3.66,422588.37
683278,Sr. Paulo Rodrigues,vendas,junior,2022-07-08,9,8951.0,2.88,238767.13
921599,Juan Melo,vendas,junior,2019-05-13,10,7857.0,1.74,287992.55
508628,Leonardo da Rosa,vendas,junior,2023-09-25,2,5795.0,3.51,834171.57
825849,Dr. Emanuel Sampaio,vendas,junior,2017-06-23,6,547.0,4.15,649879.94
202219,Dr. Bento Marques,vendas,junior,2015-08-12,4,1530.0,4.4,519822.56
218106,Matteo Ramos,vendas,junior,2020-04-02,1,4737.0,4.16,443815.87
287235,Lara Nogueira,vendas,junior,2022-12-04,13,8998.0,0.87,892472.85
68404,Ísis da Mota,vendas,junior,2020-01-25,7,8213.0,1.45,828148.5
2120,Liz Ribeiro,vendas,junior,2017-11-23,4,9312.0,0.13,781822.56
496620,Dra. Emanuelly Vargas,vendas,junior,2017-07-27,12,2502.0,2.72,494929.25
289813,Srta. Caroline Nunes,vendas,junior,2022-04-29,5,5533.0,4.76,932472.7
917932,Bento Porto,vendas,junior,2021-01-19,5,9077.0,1.4,682598.73
6502,Helena das Neves,vendas,junior,2016-02-21,1,7713.0,1.48,571082.63
461181,Maria Liz Sales,vendas,junior,2018-09-12,10,9586.0,4.96,565402.38
524606,Ian Siqueira,vendas,junior,2019-07-09,5,8764.0,0.08,120788.85
514108,Alícia Camargo,vendas,junior,2018-12-31,10,5522.0,2.54,168852.42
188669,Giovanna Dias,vendas,junior,2023-04-15,5,8381.0,1.98,717820.5
713215,Antony Castro,vendas,junior,2022-08-10,13,7551.0,2.63,501499.32
38454,Benjamim da Mata,vendas,junior,2018-06-22,5,2643.0,3.28,471400.35
920054,Miguel Lima,vendas,junior,2021-11-29,7,4376.0,4.86,39061.95
438363,Rhavi Fogaça,vendas,junior,2015-09-09,15,1648.0,4.37,323337.88
550644,Maria Eduarda Sampaio,vendas,junior,2023-11-04,6,5117.0,2.2,664842.23
194217,Luna Rocha,vendas,junior,2021-04-26,8,6847.0,4.23,374257.81
419186,Caleb Gomes,vendas,junior,2023-01-25,13,3982.0,2.59,106430.56
149060,Maria Vitória Teixeira,vendas,junior,2022-08-16,8,3190.0,2.87,383990.29
320623,Kamilly Vasconcelos,vendas,junior,2016-01-09,5,181.0,1.62,63722.46
424499,Marina Oliveira,vendas,junior,2022-09-06,6,5832.0,0.74,12066.72
212006,Dra. Sabrina Garcia,vendas,junior,2018-10-01,2,1501.0,3.04,728761.82
175034,Yuri Santos,vendas,junior,2023-05-29,10,5226.0,0.3,227586.25
392151,Ana Luiza Gomes,vendas,junior,2015-05-02,15,656.0,2.16,304640.98
178270,Zoe Almeida,vendas,junior,2020-10-30,9,2132.0,2.51,320015.86
324436,Ana Lívia Freitas,vendas,junior,2023-02-02,10,3224.0,0.75,855574.63
764639,Juan Souza,vendas,junior,2023-10-27,8,7723.0,0.14,877637.59
111807,Lorenzo Martins,vendas,junior,2023-11-28,2,7998.0,1.8,255284.54
59557,Alícia da Cruz,vendas,junior,2015-02-25,8,4199.0,0.33,968730.4
111394,Dr. Luiz Miguel Câmara,vendas,junior,2022-12-14,3,1430.0,0.17,794772.22
720774,Heloísa Moura,vendas,junior,2015-07-18,12,5585.0,4.32,648286.91
728282,Emanuelly Martins,vendas,junior,2017-08-10,10,124.0,1.22,20773.95
9732,Maria Flor Novais,vendas,junior,2017-03-28,10,6820.0,0.33,718868.79
402255,Calebe Siqueira,vendas,junior,2016-05-18,2,6494.0,2.47,119500.1
76488,Joaquim Araújo,vendas,junior,2015-02-14,10,3269.0,1.53,800038.17
598501,José Miguel Mendes,vendas,junior,2017-09-01,1,5547.0,2.49,127115.03
629167,Manuella Correia,vendas,junior,2023-09-10,12,7126.0,2.84,948005.0
574382,Heitor Macedo,vendas,junior,2020-09-04,7,1633.0,0.59,910231.49
24117,Francisco Santos,vendas,junior,2021-08-12,13,6639.0,0.73,444903.89
742693,Nathan da Mota,vendas,junior,2018-01-19,13,8802.0,2.36,476880.05
957345,Bento Farias,vendas,junior,2019-11-17,11,9929.0,3.95,668903.87
940051,Guilherme Martins,vendas,junior,2020-05-31,15,7231.0,3.68,341134.81
188018,Sr. Juan da Costa,vendas,junior,2018-01-11,8,5872.0,0.21,352894.96
553455,Sr. Henry Gabriel Santos,vendas,junior,2017-04-04,6,948.0,1.96,149899.83
221219,Melissa da Cunha,vendas,junior,2019-11-29,14,4973.0,0.79,829778.16
147818,Srta. Melissa Borges,vendas,junior,2023-04-29,6,4471.0,2.09,209455.99
186045,Ana Beatriz Cavalcante,vendas,junior,2023-03-27,8,6516.0,3.81,78709.67
855935,Maria Julia Silveira,vendas,junior,2016-05-23,1,7628.0,4.34,227396.15
166354,Henry Gabriel Ferreira,vendas,junior,2018-05-08,11,5006.0,1.61,755963.08
197692,Mirella Oliveira,vendas,junior,2022-06-10,5,5362.0,4.58,744253.89
298713,Joana Viana,vendas,junior,2021-01-22,12,7598.0,3.68,298609.78
218456,Luiz Fernando Teixeira,vendas,junior,2017-11-17,15,6193.0,4.29,946787.11
526337,Francisco Jesus,vendas,junior,2019-09-17,1,9194.0,3.72,681828.62
352401,Cecilia Almeida,vendas,junior,2018-01-27,3,3435.0,4.59,982714.09
714294,João Felipe Fernandes,vendas,junior,2021-08-09,3,3873.0,3.72,653871.54
81901,Maria Sophia Azevedo,vendas,junior,2022-02-25,10,1392.0,3.7,946672.43
725938,Nicolas Nascimento,vendas,junior,2019-03-28,7,2628.0,4.74,357642.59
608584,Vinícius Nascimento,vendas,junior,2019-09-05,7,2024.0,1.5,746642.15
737870,Stella Rios,vendas,junior,2015-11-19,14,1724.0,2.77,627029.8
414444,Isabel Câmara,vendas,junior,2022-03-03,13,6671.0,4.29,145402.62
615412,Dra. Luiza Silva,vendas,junior,2021-10-16,4,7246.0,4.38,638595.36
152244,João Pedro Caldeira,vendas,junior,2017-07-23,8,1889.0,4.67,927805.71
17396,Dr. João Gabriel Ramos,vendas,junior,2020-06-25,13,2774.0,2.74,268414.29
664631,Benício Ribeiro,vendas,junior,2018-02-11,5,1114.0,4.88,719571.96
864554,Luiz Miguel Carvalho,vendas,junior,2020-06-03,13,8536.0,3.23,599105.22
651783,Sra. Ana Sophia Mendes,vendas,junior,2021-08-11,2,9792.0,1.82,760710.24
385234,Maysa Cardoso,vendas,junior,2018-06-05,14,4355.0,3.19,147170.17
897721,Matteo Silveira,vendas,junior,2022-01-10,1,1459.0,3.56,269608.61
556304,Isabel Lima,vendas,junior,2021-10-30,13,1634.0,0.19,727237.94
870988,Liam Gomes,vendas,junior,2020-11-19,8,4683.0,4.91,924821.78
629484,Sra. Ana Julia Pires,vendas,junior,2022-12-04,12,6694.0,4.06,342737.14
83014,Heitor Vargas,vendas,junior,2015-02-04,3,6144.0,4.11,192248.15
16299,Liam Ramos,vendas,junior,2023-10-12,2,795.0,2.94,117718.14
103724,Gael Henrique Mendes,vendas,junior,2020-01-17,5,8842.0,1.2,603921.83
82877,Matheus Moraes,vendas,junior,2019-04-23,1,2218.0,4.11,238979.97
686640,Ana Sophia Rocha,vendas,junior,2018-01-07,3,9256.0,1.95,725721.23
595380,Lucas Costela,vendas,junior,2023-10-29,12,1901.0,3.19,773463.38
430857,Sra. Bruna Garcia,vendas,junior,2021-07-27,6,5709.0,0.09,664580.24
442622,Vinicius Araújo,vendas,junior,2015-06-01,7,8914.0,0.21,809500.58
238539,Dra. Natália Pimenta,vendas,junior,2022-10-16,1,7111.0,1.15,249995.97
604298,Ravi Lucca Ramos,vendas,junior,2019-09-04,5,1085.0,1.53,764162.22
607668,Dr. Nathan Santos,vendas,junior,2018-03-01,1,5037.0,1.15,575674.8
781173,Thiago Oliveira,vendas,junior,2016-06-28,11,7389.0,4.9,571704.22
523125,Antony Nunes,vendas,junior,2019-01-25,1,8273.0,0.99,294999.97
697472,Vicente Silveira,vendas,junior,2021-12-27,9,9697.0,4.12,194328.92
407600,Ágatha Cardoso,vendas,junior,2019-10-06,8,901.0,3.56,454743.91
750363,Cecília Gomes,vendas,junior,2021-12-27,8,6884.0,1.67,636833.43
945527,Ana Vitória Correia,vendas,junior,2018-04-13,10,3970.0,2.39,838065.23
365025,João Miguel Casa Grande,vendas,junior,2021-09-24,12,3863.0,3.42,72679.41
474829,Enzo Gabriel Abreu,vendas,junior,2018-11-04,6,9528.0,3.84,254026.92
926846,Vitória Jesus,vendas,junior,2015-05-29,9,2421.0,4.48,4959.02
640512,Rafaela Santos,vendas,junior,2019-10-28,11,149.0,2.41,425953.81
907302,Theo Duarte,vendas,junior,2021-05-23,15,2027.0,1.16,937241.69
626504,Vitória Castro,vendas,junior,2018-02-03,2,2239.0,1.75,673883.04
718339,Josué Monteiro,vendas,junior,2023-05-22,9,7763.0,0.89,382932.39
274832,Thomas Cirino,vendas,junior,2021-11-30,10,1559.0,1.53,639165.04
676222,Ana Julia Moura,vendas,junior,2018-07-13,3,7175.0,2.32,24225.39
973927,Dra. Ana Vitória Albuquerque,vendas,junior,2015-06-05,13,8123.0,3.76,98556.41
823304,Milena Campos,vendas,junior,2022-08-24,10,8834.0,1.33,554210.02
922547,Maria Luiza Jesus,vendas,junior,2016-03-03,15,2020.0,1.39,302103.53
222342,Sr. Benicio Vieira,vendas,junior,2022-08-05,2,6868.0,2.5,608697.21
542901,Srta. Cecília Melo,vendas,junior,2015-07-22,7,8667.0,4.62,960114.0
118965,André Araújo,vendas,junior,2020-02-11,3,1127.0,2.01,129502.48
238313,Dr. João Miguel Nascimento,vendas,junior,2020-02-14,6,6175.0,0.16,135986.77
956584,Davi Lucca Monteiro,vendas,junior,2023-04-18,7,901.0,0.11,558386.61
353102,Sra. Sabrina Sampaio,vendas,junior,2023-01-18,2,8368.0,1.26,434184.87
510962,Dr. Davi Jesus,vendas,junior,2020-10-23,9,266.0,4.56,792529.92
961117,Giovanna Novaes,vendas,junior,2017-09-01,8,4493.0,1.38,943209.63
360794,José Pedro Fogaça,vendas,junior,2022-10-12,2,506.0,2.94,666536.53
474780,Luiz Otávio Silveira,vendas,junior,2021-06-26,9,4673.0,2.58,819813.73
165883,Ana Lívia Pires,vendas,junior,2015-12-01,11,890.0,0.27,158358.47
667642,Theodoro da Cruz,vendas,junior,2016-01-21,9,3694.0,3.51,615209.48
824867,Helena Rocha,vendas,junior,2021-10-24,8,8119.0,1.3,46822.33
563265,Maria Isis Abreu,vendas,junior,2020-06-30,7,4439.0,0.76,338017.91
120313,Valentim Marques,vendas,junior,2017-08-09,14,9812.0,1.78,760049.22
969441,Luigi Silva,vendas,junior,2019-03-26,10,2999.0,1.07,829696.25
755223,Eduardo Azevedo,vendas,junior,2019-10-12,14,92.0,4.66,425495.64
233220,João Felipe Fogaça,vendas,junior,2021-10-27,13,1749.0,1.47,963278.97
865606,Carolina Barros,vendas,junior,2021-08-01,15,2809.0,4.92,92300.16
832175,Cauã Pires,vendas,junior,2022-04-22,15,2039.0,1.26,735415.76
605677,João Lucas Albuquerque,vendas,junior,2018-03-10,7,8890.0,0.08,691664.97
617947,Maria Cecília da Conceição,vendas,junior,2018-08-16,13,7333.0,4.97,457044.06
952201,Théo Lopes,vendas,junior,2020-03-19,2,6032.0,2.39,512226.76
813710,Carlos Eduardo Nascimento,vendas,junior,2020-05-16,12,8446.0,1.84,830504.54
691781,Luigi da Mota,vendas,junior,2019-09-11,13,7863.0,4.71,641480.42
450244,Fernanda Farias,vendas,junior,2023-09-23,3,1162.0,1.86,1025.7
363416,Ana Luiza Andrade,vendas,junior,2022-12-17,9,2578.0,0.23,351795.01
596667,Enzo Borges,vendas,junior,2015-04-18,13,997.0,0.42,100117.06
720981,Calebe Pereira,vendas,junior,2017-07-03,13,6669.0,0.91,901116.92
