ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,Vendas,Satisfacao_Cliente,Valor_Gerado_Reais
509632,Benjamin Pacheco,vendas,pleno,2019-10-06,12,2945.0,0.8470000000000001,72083.60500000001
17936,Henry Gabriel da Rocha,vendas,pleno,2019-08-29,5,4150.0,2.2660000000000005,307766.40400000004
286575,Luiza Cardoso,vendas,pleno,2022-06-13,7,7084.0,5.0,43132.26500000001
796282,Sr. José Miguel Castro,vendas,pleno,2021-12-23,4,2141.0,4.477,173445.91000000003
595741,Vitória Melo,vendas,pleno,2021-12-08,11,6890.0,2.6730000000000005,839357.1780000001
775714,Beatriz Teixeira,vendas,pleno,2020-06-11,10,8585.0,4.268,472862.04900000006
823059,Cecilia Melo,vendas,pleno,2018-11-12,3,10560.0,4.884000000000001,129585.808
179058,Dra. Olivia Freitas,vendas,pleno,2017-12-19,13,4385.0,0.8140000000000001,646372.331
543299,Luiz Henrique Vieira,vendas,pleno,2023-01-16,9,8275.0,0.0,734487.974
437657,Melina Fonseca,vendas,pleno,2019-09-16,14,5542.0,0.418,735146.5550000002
