ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,ROI_Por_Real_Investido,Porcentagem_Aumento_Trafego,Porcentagem_Reducao_CAC
821675,Enzo Gabriel Rezende,marketing,senior,2017-04-16,12,3.015,42.87,19.515
959730,Anna Liz Mendonça,marketing,senior,2016-07-14,8,8.91,2.58,0.2249999999999999
957076,Zoe Barros,marketing,senior,2023-12-27,7,8.82,7.290000000000001,13.26
735248,Nina da Cruz,marketing,senior,2021-10-23,12,2.595,36.93,7.439999999999999
654133,Sra. Ísis da Conceição,marketing,senior,2017-09-08,8,6.645,10.41,12.6
439932,Ravy da Mata,marketing,senior,2017-03-30,6,1.065,8.325,35.565
543391,Leandro Caldeira,marketing,senior,2023-08-01,1,10.155,13.035,35.849999999999994
65508,Yasmin Santos,marketing,senior,2017-12-31,9,2.82,5.355,8.399999999999999
172767,Luiz Miguel Mendes,marketing,senior,2019-08-05,1,3.09,44.34,23.475
184807,João Cavalcante,marketing,senior,2019-02-22,4,6.66,24.795,30.630000000000003
575389,Dr. Bryan da Mota,marketing,senior,2016-11-14,3,8.385,35.505,32.31
560361,Murilo Santos,marketing,senior,2017-05-14,3,2.925,4.065,37.305
197158,Yan Guerra,marketing,senior,2022-11-21,12,5.625,10.35,3.135
480262,Maria Helena da Costa,marketing,senior,2018-02-05,12,6.074999999999999,31.200000000000003,28.065
765664,Sr. Pedro Henrique Costa,marketing,senior,2022-06-07,5,7.470000000000001,11.61,21.450000000000003
257139,Dr. Vitor Gabriel Gonçalves,marketing,senior,2016-10-31,9,0.585,17.655,30.84
862726,Gustavo Henrique Farias,marketing,senior,2019-10-17,6,4.455,12.15,3.915
182937,Dra. Ana Beatriz Silveira,marketing,senior,2023-09-04,11,9.12,1.6800000000000002,6.045
262304,Luiz Gustavo Siqueira,marketing,senior,2021-05-19,8,9.105,35.88,33.57
815685,Bento Aragão,marketing,senior,2018-04-19,8,9.705,42.285,36.435
912479,Yan Brito,marketing,senior,2023-07-08,13,0.4499999999999999,43.98,2.145
434307,Srta. Manuela Carvalho,marketing,senior,2016-12-11,15,0.975,20.97,24.09
502968,Kamilly Carvalho,marketing,senior,2023-11-13,15,4.47,43.83,12.6
792189,Luiz Gustavo Vieira,marketing,senior,2018-06-29,2,6.51,41.625,32.13
202996,Natália Ferreira,marketing,senior,2022-10-24,15,6.63,16.11,8.985
358825,Liz Cunha,marketing,senior,2018-04-29,15,8.49,19.62,35.49
311493,João Gabriel Castro,marketing,senior,2017-01-26,13,0.12,14.805,17.445
836266,Maria Clara Cirino,marketing,senior,2022-12-29,12,5.07,4.125,28.74
353331,Sara da Conceição,marketing,senior,2017-12-17,6,4.53,15.015,16.544999999999998
472352,João Gabriel Pacheco,marketing,senior,2022-12-16,10,0.03,8.325,34.035000000000004
801874,Cauê Carvalho,marketing,senior,2022-07-09,6,3.21,40.8,8.955
199062,Dra. Melissa Costela,marketing,senior,2019-01-21,10,8.129999999999999,38.565,33.825
887327,Sr. Diogo da Paz,marketing,senior,2015-10-10,15,7.125,40.47,16.845
141873,Hellena Jesus,marketing,senior,2019-04-25,2,5.865,7.32,18.255
88185,Maitê Novais,marketing,senior,2019-10-07,13,9.195,36.195,5.22
459677,Henry Sousa,marketing,senior,2016-06-29,13,9.735,20.745,6.87
885231,Milena Vargas,marketing,senior,2023-01-08,8,0.06,36.33,32.805
520430,Bianca Mendonça,marketing,senior,2015-08-19,12,8.985,22.65,13.080000000000002
763431,Vicente Cirino,marketing,senior,2021-05-26,9,2.565,40.185,11.955
634923,Dr. Rafael Castro,marketing,senior,2017-06-26,6,0.5549999999999999,13.725,20.31
760930,Joana Gomes,marketing,senior,2016-04-24,2,8.865,9.81,2.19
83660,Isabela Vargas,marketing,senior,2019-08-07,5,5.79,42.900000000000006,16.515
161461,Caroline Fonseca,marketing,senior,2015-02-11,2,7.545,27.03,13.11
206951,Julia Teixeira,marketing,senior,2022-11-28,9,10.05,18.450000000000003,2.985
627437,Maria Cecília Martins,marketing,senior,2016-09-24,2,6.39,4.845,27.075000000000003
200713,Apollo Cardoso,marketing,senior,2015-01-02,3,7.904999999999999,41.61,24.99
675149,Srta. Maria Fernanda Abreu,marketing,senior,2016-08-18,12,1.32,20.43,34.425
933058,Gael Azevedo,marketing,senior,2021-08-08,11,2.76,17.115000000000002,21.9
170545,Yuri Santos,marketing,senior,2016-07-17,15,5.055,4.35,4.215
299418,Caroline Rios,marketing,senior,2021-07-05,9,2.265,38.295,15.345
601275,Mariana da Mota,marketing,senior,2022-11-01,9,0.66,2.22,7.89
989646,Sr. Davi Pires,marketing,senior,2017-04-23,13,7.59,25.5,8.715
684973,Thales Sampaio,marketing,senior,2022-05-31,12,5.94,18.3,0.21
945885,Sra. Maria Julia Correia,marketing,senior,2015-10-05,5,9.345,25.365,6.2250000000000005
657235,Benjamin Sampaio,marketing,senior,2020-03-17,9,7.56,38.355,5.07
797652,Danilo Cavalcante,marketing,senior,2016-11-23,4,1.65,15.765,20.97
938321,Ian Barbosa,marketing,senior,2017-04-19,15,0.15,8.67,10.65
470981,Bruna Viana,marketing,senior,2016-06-09,15,7.665000000000001,16.53,28.755000000000003
369869,Igor da Conceição,marketing,senior,2018-01-09,3,5.6850000000000005,29.67,2.91
556584,Diego Moreira,marketing,senior,2021-01-08,13,7.98,10.83,14.745
335523,Emilly Jesus,marketing,senior,2022-06-06,9,4.98,14.025,19.575000000000003
289766,Ian Guerra,marketing,senior,2016-01-04,12,1.5,19.68,16.56
579571,Marcos Vinicius da Mota,marketing,senior,2021-07-09,3,1.26,40.485,24.450000000000003
57411,Dr. André da Costa,marketing,senior,2018-05-09,5,7.455,14.145,32.175
749505,Ester Caldeira,marketing,senior,2022-02-27,6,1.77,44.385,27.075000000000003
533905,Pedro Pereira,marketing,senior,2022-01-15,13,6.75,40.56,7.17
93300,Ana Júlia Cunha,marketing,senior,2019-03-27,15,0.3,23.055,34.59
331242,Srta. Luna Martins,marketing,senior,2019-01-22,15,3.945,20.85,9.105
129478,Luiz Henrique da Mota,marketing,senior,2016-09-06,9,3.915,21.315,12.57
253127,Leandro Brito,marketing,senior,2019-09-04,3,3.1049999999999995,36.87,20.355
7889,Ana Beatriz Alves,marketing,senior,2019-08-02,1,7.23,8.355,18.81
542633,João Pedro Ribeiro,marketing,senior,2018-05-05,10,4.905,7.02,21.93
91677,Aylla Brito,marketing,senior,2020-04-15,5,4.53,44.805,0.885
707094,Ana Júlia Jesus,marketing,senior,2017-08-07,11,2.925,34.665,23.64
713301,Antônio Castro,marketing,senior,2021-07-06,5,5.16,11.01,9.75
260886,Beatriz Rios,marketing,senior,2023-09-03,8,1.665,28.53,17.82
358850,Srta. Manuela Rios,marketing,senior,2016-01-12,4,1.92,42.135,32.160000000000004
275655,Maria Liz Pastor,marketing,senior,2023-01-23,8,2.85,28.395,12.330000000000002
857012,Mariana Aparecida,marketing,senior,2018-04-13,14,5.745,29.73,20.88
601812,Maria Cecília Silva,marketing,senior,2016-03-01,13,0.2249999999999999,34.74,2.55
893135,Isabelly da Cunha,marketing,senior,2017-01-24,12,5.16,25.86,23.79
363542,Alana Pacheco,marketing,senior,2016-08-16,4,6.345000000000001,33.735,11.88
822224,Enzo Carvalho,marketing,senior,2021-06-13,15,3.375,35.25,12.435
647233,Maria Júlia Viana,marketing,senior,2021-02-07,6,7.59,7.635,3.75
237400,Arthur Freitas,marketing,senior,2017-12-03,1,4.62,38.565,30.36
505312,João Felipe Monteiro,marketing,senior,2020-12-22,10,10.23,30.075000000000003,19.5
69402,Clarice Fonseca,marketing,senior,2020-08-05,11,1.08,28.29,17.669999999999998
101754,Sr. Rodrigo Dias,marketing,senior,2021-10-30,8,2.79,44.88,30.99
225370,Rafaela Teixeira,marketing,senior,2016-07-17,14,7.814999999999999,15.63,29.55
890053,Arthur Miguel Porto,marketing,senior,2022-07-17,13,9.06,1.6800000000000002,14.955000000000002
741062,Gabriel Santos,marketing,senior,2022-02-06,8,3.615,43.815,9.33
302929,Luísa Viana,marketing,senior,2019-01-20,9,7.35,25.215,28.380000000000003
256414,Bruna Monteiro,marketing,senior,2018-07-21,9,4.574999999999999,42.885,6.42
582072,Srta. Olivia Gomes,marketing,senior,2018-09-06,12,6.824999999999999,40.32,17.88
150609,Luiz Fernando Peixoto,marketing,senior,2018-02-07,13,0.285,26.895,16.155
275697,Benício Guerra,marketing,senior,2022-07-03,5,4.98,38.13,6.855
396225,Lucas Barbosa,marketing,senior,2015-07-11,14,8.879999999999999,34.74,19.02
792491,Emilly Cavalcanti,marketing,senior,2016-12-11,9,7.425000000000001,37.755,3.705
615807,Calebe Fernandes,marketing,senior,2021-04-24,13,5.085,17.490000000000002,18.66
373936,Amanda Rocha,marketing,senior,2017-03-12,2,7.334999999999999,23.745,1.56
826847,Arthur Miguel Sampaio,marketing,senior,2021-02-16,6,7.845000000000001,25.71,6.495
163410,Arthur Gabriel Ferreira,marketing,senior,2023-09-10,4,5.985,38.865,23.475
216932,Luigi Costela,marketing,senior,2021-05-13,5,7.515,31.275,10.68
15112,Rodrigo Pastor,marketing,senior,2015-03-03,15,2.745,34.245,14.805
468086,Vicente Farias,marketing,senior,2019-08-13,8,6.765,12.705000000000002,23.1
528746,Mariane Moraes,marketing,senior,2018-04-06,12,9.24,10.08,10.755
483394,Isaac Novaes,marketing,senior,2018-07-17,10,7.41,21.12,27.435
786277,Cecília Costa,marketing,senior,2021-10-18,8,8.82,20.28,27.825000000000003
253058,Olívia Marques,marketing,senior,2015-06-01,3,0.27,19.545,12.15
12076,Lucca Silveira,marketing,senior,2023-04-08,10,8.774999999999999,1.56,10.605
30556,Sr. Vitor Pinto,marketing,senior,2019-08-07,13,3.93,17.475,31.305
770376,Luiz Otávio Gonçalves,marketing,senior,2023-08-31,10,7.92,41.43,18.0
498460,Heitor Mendonça,marketing,senior,2015-12-05,15,9.0,11.19,23.115
440125,Alícia Silveira,marketing,senior,2021-05-17,8,3.96,1.665,16.215
782416,Alexandre Pinto,marketing,senior,2023-03-09,1,2.955,21.57,30.075000000000003
423571,Arthur Gabriel Viana,marketing,senior,2021-05-07,14,10.005,21.99,8.685
688396,Miguel Novais,marketing,senior,2022-11-16,6,5.79,6.555,27.57
371847,Joana Casa Grande,marketing,senior,2015-07-22,12,6.9750000000000005,7.41,8.504999999999999
991522,João Guilherme Lopes,marketing,senior,2019-12-30,12,6.9,17.669999999999998,21.645
776252,Liz Machado,marketing,senior,2023-11-18,8,7.89,4.785,24.015
424033,Clarice Aparecida,marketing,senior,2021-07-19,1,6.449999999999999,1.89,18.42
930525,Caleb da Mota,marketing,senior,2022-05-14,15,8.084999999999999,19.02,22.02
61815,Dr. Enzo Gabriel Rodrigues,marketing,senior,2021-05-09,8,5.1450000000000005,1.23,1.455
748235,Luara da Rosa,marketing,senior,2019-11-19,6,5.565,13.65,30.435
42990,Alice Freitas,marketing,senior,2022-04-30,8,8.774999999999999,10.11,34.035000000000004
687223,Nina Moreira,marketing,senior,2017-05-23,10,5.115,34.08,31.485
165169,Marcela Barros,marketing,senior,2019-04-28,5,5.43,28.410000000000004,9.435
186178,Sr. Breno Silva,marketing,senior,2020-12-02,4,7.875,1.035,28.695
589581,Dr. Luigi da Cruz,marketing,senior,2015-05-26,13,1.875,24.015,7.005
129569,Maria Flor Casa Grande,marketing,senior,2016-01-02,12,8.22,20.805,17.055
190689,Zoe Campos,marketing,senior,2020-05-23,11,5.6850000000000005,18.18,19.695
188767,Anthony das Neves,marketing,senior,2015-11-29,15,2.505,21.675,15.375
379872,Juliana Garcia,marketing,senior,2021-07-09,2,3.015,11.205,32.099999999999994
561964,Calebe Rodrigues,marketing,senior,2023-08-23,14,5.445,12.375,24.87
76213,Lavínia Pacheco,marketing,senior,2017-03-16,2,4.245,2.835,35.895
64588,Maria Cecília Garcia,marketing,senior,2016-03-31,8,8.084999999999999,18.885,12.794999999999998
401612,Alana Caldeira,marketing,senior,2023-04-01,6,2.055,11.025,1.725
493227,Anthony Gabriel Farias,marketing,senior,2017-07-23,6,6.18,20.25,7.845000000000001
592117,Alana Pastor,marketing,senior,2020-10-18,12,3.66,16.065,16.965
426259,Luiz Henrique Ribeiro,marketing,senior,2022-02-04,3,4.53,30.96,31.26
539807,Srta. Nicole Mendes,marketing,senior,2016-08-03,1,2.25,33.0,28.950000000000003
322565,Lucas Barros,marketing,senior,2019-07-21,1,6.525,1.905,14.235
202215,Sr. José Pedro Aparecida,marketing,senior,2021-08-29,9,1.29,18.585,29.910000000000004
147495,Luana Alves,marketing,senior,2023-06-28,15,1.86,42.675,18.69
201136,Pietro Abreu,marketing,senior,2016-04-19,11,7.125,32.67,19.56
319744,Gustavo Henrique Lima,marketing,senior,2017-07-04,4,3.315,31.905,14.805
729192,Davi Lucca Costa,marketing,senior,2019-09-21,12,2.985,44.055,4.485
59427,Raquel Carvalho,marketing,senior,2016-11-06,13,0.4499999999999999,16.515,0.795
961528,Milena Pires,marketing,senior,2015-03-26,10,8.475000000000001,18.135,22.425
182382,Dr. Benicio Freitas,marketing,senior,2021-06-12,14,2.85,40.455,32.055
525978,Dr. Henrique Peixoto,marketing,senior,2023-11-16,1,4.095,39.84,2.355
367009,Eduarda Rios,marketing,senior,2017-07-18,8,8.715,35.295,25.755000000000003
461615,Danilo Garcia,marketing,senior,2023-03-18,9,9.165,16.47,29.145
391629,Sophia Castro,marketing,senior,2022-10-09,9,8.879999999999999,37.665,4.86
55992,Mariane da Luz,marketing,senior,2022-08-23,3,3.09,28.725,23.775
187086,Sra. Sara Caldeira,marketing,senior,2022-05-14,14,6.540000000000001,39.495,33.525000000000006
989453,Ana Carolina das Neves,marketing,senior,2016-11-29,6,2.475,35.7,3.225
844687,Nina Macedo,marketing,senior,2017-10-15,11,3.555,15.18,27.78
930165,Samuel Cardoso,marketing,senior,2021-12-12,6,6.645,32.985,15.825
13339,Daniela Moreira,marketing,senior,2022-01-20,5,8.834999999999999,12.96,18.825000000000003
265824,João Lucas Montenegro,marketing,senior,2021-03-30,4,2.265,19.935,26.895
685322,Benjamim Barros,marketing,senior,2023-07-03,3,8.655,38.73,16.455000000000002
318422,Maitê Abreu,marketing,senior,2015-10-12,6,1.185,22.065,33.57
664395,Mariane Silveira,marketing,senior,2022-10-02,7,5.4,8.31,23.91
668081,Ravi Almeida,marketing,senior,2016-02-01,6,0.855,25.77,29.79
433409,Diego Vasconcelos,marketing,senior,2021-04-10,11,1.47,5.175000000000001,28.92
