ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,ROI_Por_Real_Investido,Porcentagem_Aumento_Trafego,Porcentagem_Reducao_CAC
232032,Jade Viana,marketing,pleno,2019-05-30,8,7.205,0.22,10.549
83608,Letícia Castro,marketing,pleno,2017-10-26,11,2.321,23.859,0.319
61776,Srta. Hellena Carvalho,marketing,pleno,2018-05-29,11,6.699000000000001,29.92,10.329
19570,Cecilia da Mata,marketing,pleno,2021-01-11,8,1.144,12.419,20.746
291138,Vitor Gabriel Gonçalves,marketing,pleno,2019-02-01,11,3.3880000000000003,14.212000000000002,22.649
882470,Gael Henrique Costa,marketing,pleno,2019-08-30,15,2.156,25.938,10.043
241204,Thomas Nunes,marketing,pleno,2017-01-20,9,3.0140000000000007,25.487000000000005,16.181
445702,Arthur Cunha,marketing,pleno,2020-12-27,11,1.7820000000000005,13.365000000000002,5.071000000000001
364583,Théo Sá,marketing,pleno,2016-07-20,8,5.269,13.717000000000002,23.1
882601,Paulo Pereira,marketing,pleno,2021-07-28,12,2.519,0.077,21.285000000000004
414458,Melina Dias,marketing,pleno,2015-04-02,10,6.38,11.143000000000002,15.895
665383,Vitor Gabriel Lopes,marketing,pleno,2022-07-16,11,6.886,25.157000000000004,1.265
162482,Luiz Miguel Cunha,marketing,pleno,2022-04-27,5,7.414000000000001,10.384,3.850000000000001
799830,Apollo Nogueira,marketing,pleno,2019-07-09,10,2.09,2.112,19.591
74182,Dra. Hellena Teixeira,marketing,pleno,2022-06-14,4,2.519,18.249,0.22
182254,Dra. Catarina Rezende,marketing,pleno,2021-11-12,3,3.949,22.352000000000004,7.15
802732,Ayla Vieira,marketing,pleno,2016-03-03,1,2.079,0.8580000000000001,16.423000000000002
853000,Maria Flor Lima,marketing,pleno,2021-05-27,11,3.63,29.535000000000004,7.293
352676,Dra. Mirella Ferreira,marketing,pleno,2016-05-02,9,0.6050000000000001,29.788,19.646
884284,Sra. Liz Souza,marketing,pleno,2016-04-23,8,2.035,21.604000000000003,15.730000000000002
813628,Maysa da Rocha,marketing,pleno,2023-09-25,12,1.254,29.513,20.592
420629,Bárbara Barros,marketing,pleno,2019-08-28,14,5.676000000000001,19.239,27.357000000000003
24789,Caleb da Luz,marketing,pleno,2019-09-28,2,2.8600000000000003,19.327,12.749
574109,Sra. Daniela Fonseca,marketing,pleno,2018-01-13,12,4.994000000000001,26.301,3.1130000000000004
327726,Maria Cecília Pires,marketing,pleno,2019-09-12,4,1.859,32.010000000000005,1.386
483491,Clara Barros,marketing,pleno,2021-03-03,2,0.913,16.412000000000003,17.963
121647,Mariah Vasconcelos,marketing,pleno,2021-05-11,13,0.275,18.117,22.715
157183,Sr. Lucas Gomes,marketing,pleno,2016-11-18,8,5.071000000000001,31.559000000000005,3.707
58797,Davi da Paz,marketing,pleno,2022-03-05,14,0.792,28.644,20.339
42928,Lorenzo Gonçalves,marketing,pleno,2020-05-09,12,6.083000000000001,18.15,2.002
224274,Dr. Marcos Vinicius Pereira,marketing,pleno,2017-11-02,14,4.158,9.328,25.058000000000003
37379,Sr. Otávio Cunha,marketing,pleno,2018-11-21,11,4.851000000000001,14.289,0.462
529366,Maria Sophia Correia,marketing,pleno,2020-11-03,3,2.9370000000000003,27.126,0.8470000000000001
511401,Breno Moreira,marketing,pleno,2022-04-08,2,3.751,3.586,17.754
377063,Olivia da Cunha,marketing,pleno,2020-11-04,12,4.532000000000001,24.464,20.944
625336,Antônio Costa,marketing,pleno,2018-08-18,10,1.4520000000000002,23.397,21.714
316633,João Guilherme da Paz,marketing,pleno,2020-04-16,1,5.159000000000001,13.376,5.511
520137,Luiz Miguel da Rosa,marketing,pleno,2023-02-01,15,7.293,26.499,26.312000000000005
883028,Bianca Nogueira,marketing,pleno,2019-10-06,13,1.4190000000000005,13.992000000000004,11.528000000000002
740310,Ester Nunes,marketing,pleno,2021-02-03,3,6.578000000000001,9.229,4.95
601590,Raquel Macedo,marketing,pleno,2021-12-20,6,2.772,18.392,22.275
373458,Ravy Sá,marketing,pleno,2016-02-02,2,4.862,18.865,23.342
877156,Luna das Neves,marketing,pleno,2022-01-26,1,4.829,4.3340000000000005,23.056000000000004
632713,Emanuelly Vargas,marketing,pleno,2017-06-02,1,2.8160000000000003,8.569,8.349
357605,Felipe Moura,marketing,pleno,2016-12-06,4,4.598,26.29,15.081
11968,Felipe Gomes,marketing,pleno,2022-05-09,9,1.6940000000000002,2.618,17.193
859679,Srta. Antonella Almeida,marketing,pleno,2021-09-14,4,6.38,4.026000000000001,21.12
287997,Dr. Matteo Mendonça,marketing,pleno,2023-01-01,12,1.903,32.824000000000005,5.478000000000001
915932,Srta. Lavínia Cavalcanti,marketing,pleno,2016-09-18,1,0.0,1.144,7.821000000000001
244935,Pedro Henrique da Rocha,marketing,pleno,2020-03-25,12,7.1610000000000005,3.9820000000000007,21.186000000000003
167645,Lara Ramos,marketing,pleno,2023-04-01,7,5.797,18.986000000000004,2.475
378588,Liz Moreira,marketing,pleno,2022-08-23,12,1.144,11.099,13.090000000000002
749849,Lucca Nunes,marketing,pleno,2023-10-17,1,2.684,10.582,16.335
377414,Sabrina Câmara,marketing,pleno,2016-06-29,15,3.4100000000000006,30.811000000000003,24.585000000000004
74105,Aurora Moraes,marketing,pleno,2019-07-16,3,4.719,1.804,14.212000000000002
740085,Caio Moura,marketing,pleno,2015-06-02,15,6.589,17.941,0.154
531094,Francisco Ramos,marketing,pleno,2016-04-02,7,2.8380000000000005,12.507,1.859
188984,Guilherme da Rosa,marketing,pleno,2023-11-10,10,4.686,10.439000000000002,14.443
478855,Dom Ferreira,marketing,pleno,2017-03-25,3,6.391,9.988,14.443
368791,Raul Castro,marketing,pleno,2023-05-11,14,1.408,30.272,9.086
144319,Benjamin Barbosa,marketing,pleno,2023-07-07,8,3.751,2.156,3.102
849071,Manuella Sampaio,marketing,pleno,2020-08-15,11,6.468,5.093,27.434000000000005
512362,Erick Barros,marketing,pleno,2017-04-21,10,6.886,22.946,25.586
662886,Isis Garcia,marketing,pleno,2018-08-12,1,1.023,9.273,23.595
717587,Pedro Moura,marketing,pleno,2021-10-07,9,2.321,24.618,20.691
737315,Raul Alves,marketing,pleno,2019-06-12,10,2.079,26.477000000000004,7.018000000000001
869748,Sr. José Miguel Rodrigues,marketing,pleno,2020-12-17,10,5.9510000000000005,24.717,20.196
157714,Srta. Mirella Camargo,marketing,pleno,2023-05-08,15,3.5970000000000004,30.899,17.567000000000004
802215,Marcelo Lima,marketing,pleno,2023-09-13,5,5.335,22.033000000000005,21.175
941436,Yan Moreira,marketing,pleno,2021-06-28,4,1.375,2.2880000000000003,26.939
569564,Dra. Antonella Borges,marketing,pleno,2015-12-29,1,0.143,16.423000000000002,17.952
487838,Zoe Araújo,marketing,pleno,2018-12-11,6,0.429,32.901,17.798000000000002
501983,Eloah Correia,marketing,pleno,2019-06-03,3,5.335,26.147,13.090000000000002
733835,Larissa Santos,marketing,pleno,2020-04-12,5,3.2230000000000003,25.091,6.050000000000001
901142,Apollo da Costa,marketing,pleno,2022-01-28,4,0.11,14.124,23.991
77349,Lorena Ferreira,marketing,pleno,2017-06-12,3,4.466,29.425,16.269000000000002
656889,Sophia da Cruz,marketing,pleno,2016-02-26,8,4.565,23.001,23.155
454708,Nathan Araújo,marketing,pleno,2016-05-20,13,4.367000000000001,29.645000000000003,8.426
700406,Maria Helena Brito,marketing,pleno,2023-06-29,8,0.099,11.385,8.47
816854,Sra. Ana Beatriz Leão,marketing,pleno,2016-03-02,15,1.342,15.246,15.62
984318,Maria Isis Fernandes,marketing,pleno,2018-06-07,11,6.369000000000001,22.605000000000004,8.283000000000001
366356,Anna Liz Aparecida,marketing,pleno,2022-02-03,3,2.618,30.052000000000003,2.8160000000000003
909809,Melissa da Rocha,marketing,pleno,2022-03-02,10,5.324,4.587000000000001,12.155
275120,Pietro Vasconcelos,marketing,pleno,2020-05-24,4,1.2320000000000002,16.522000000000002,20.031
595601,Matheus Fernandes,marketing,pleno,2019-10-11,8,4.620000000000001,10.296,26.84
578268,Emanuella da Paz,marketing,pleno,2022-04-18,12,1.7820000000000005,31.097,0.8140000000000001
597075,Rhavi Borges,marketing,pleno,2018-07-09,5,4.3340000000000005,5.159000000000001,1.529
5516,Maria Sophia Ramos,marketing,pleno,2023-04-20,10,3.872,25.245,9.339
60087,Evelyn Ramos,marketing,pleno,2018-05-25,13,7.469,6.655,17.479000000000003
563733,Raul Teixeira,marketing,pleno,2017-06-10,5,5.104,10.340000000000002,11.396
948362,Sophia Souza,marketing,pleno,2021-03-26,5,1.1330000000000002,4.961,18.843
452707,Joana Costa,marketing,pleno,2020-03-24,4,2.4530000000000003,27.401000000000003,1.7710000000000004
867193,Gustavo Novais,marketing,pleno,2020-04-03,10,6.347,21.318,7.051000000000001
25987,Joaquim da Luz,marketing,pleno,2022-06-17,15,3.74,32.714,11.605000000000002
37819,Sra. Gabrielly Farias,marketing,pleno,2020-01-26,15,5.258000000000001,31.790000000000003,24.189
6000,Marcelo Lima,marketing,pleno,2020-02-18,11,4.917,23.122,24.838
730557,Lorena Nascimento,marketing,pleno,2015-05-09,5,2.321,30.899,20.812000000000005
400610,Isabela Martins,marketing,pleno,2020-08-29,1,7.271000000000001,29.183000000000003,6.171000000000001
564741,Francisco Barbosa,marketing,pleno,2020-10-13,4,5.753000000000001,12.606000000000002,11.858
946025,Carolina Santos,marketing,pleno,2019-02-02,8,0.8910000000000001,29.546000000000003,13.607
300182,Sr. Paulo Rezende,marketing,pleno,2017-08-16,6,4.840000000000001,8.888000000000002,18.095
504765,Sr. João Ramos,marketing,pleno,2017-10-14,7,2.068,19.811000000000003,2.486
110408,Srta. Natália Gonçalves,marketing,pleno,2016-04-01,15,5.214,21.373,19.624
333211,Calebe Moura,marketing,pleno,2016-05-11,10,4.521000000000001,15.015000000000002,18.436000000000003
951725,Davi Luiz Melo,marketing,pleno,2021-07-31,3,7.447,28.754,5.148
232864,João Felipe Correia,marketing,pleno,2018-03-05,5,5.676000000000001,19.668,15.246
618987,Sofia Cassiano,marketing,pleno,2018-11-08,8,0.902,20.548,17.765
243553,Isadora Guerra,marketing,pleno,2023-08-20,6,1.804,18.37,27.478
504448,Davi Miguel Sá,marketing,pleno,2019-12-01,9,5.214,5.764000000000001,23.639
301150,Ana Laura Mendonça,marketing,pleno,2018-11-18,9,7.073,29.634000000000004,26.180000000000003
506323,Pedro Miguel Castro,marketing,pleno,2023-11-28,13,7.557,5.423,1.6940000000000002
444215,Allana Aragão,marketing,pleno,2019-07-17,10,3.74,26.114,3.905
928110,Ana Lívia Siqueira,marketing,pleno,2018-05-15,13,3.663,23.760000000000005,16.654000000000003
337130,Ana Liz Casa Grande,marketing,pleno,2023-05-13,5,6.490000000000001,7.018000000000001,23.122
136259,Beatriz da Paz,marketing,pleno,2020-03-12,8,1.892,32.439,9.394
472799,Caroline Peixoto,marketing,pleno,2023-04-23,9,6.501,13.431000000000004,3.3440000000000003
950154,Ana Clara Cardoso,marketing,pleno,2023-09-08,4,2.783,25.047,24.31
891861,Ester Nogueira,marketing,pleno,2019-07-15,7,0.484,20.636000000000003,0.77
56267,Maria Laura Costa,marketing,pleno,2018-07-12,10,0.7370000000000001,24.816,6.413
989756,Maria Helena Pereira,marketing,pleno,2016-08-05,8,4.4990000000000006,17.853,4.004
775265,Dr. Arthur Cardoso,marketing,pleno,2015-01-17,1,1.4960000000000002,19.327,21.054
106108,Apollo Mendes,marketing,pleno,2023-02-18,9,3.993,5.907000000000001,19.591
481035,Bruno Sá,marketing,pleno,2019-07-06,6,6.8420000000000005,18.854000000000003,25.729000000000003
778734,Fernando Abreu,marketing,pleno,2023-12-12,5,3.333,12.133,13.684
781150,Igor Gomes,marketing,pleno,2019-12-09,13,1.7380000000000002,14.047,20.702
189309,Sra. Liz Ramos,marketing,pleno,2023-06-21,10,5.390000000000001,23.485000000000003,8.184000000000001
278914,Caleb da Cunha,marketing,pleno,2015-12-09,12,1.287,14.564000000000002,13.893000000000002
419397,Melina Lopes,marketing,pleno,2017-01-08,3,4.829,20.603,23.881000000000004
815858,Evelyn Rocha,marketing,pleno,2019-01-11,6,3.641000000000001,11.121,11.814000000000002
551409,Henrique Peixoto,marketing,pleno,2017-10-27,13,2.4640000000000004,12.045,18.678
162275,Diogo Fonseca,marketing,pleno,2020-03-15,14,3.872,22.726000000000003,7.524
950358,Henry Gabriel Casa Grande,marketing,pleno,2017-05-02,15,0.55,23.980000000000004,7.766
19389,Letícia Cirino,marketing,pleno,2017-07-29,7,5.3020000000000005,31.504000000000005,17.952
450656,Vinicius Moreira,marketing,pleno,2015-12-16,3,7.700000000000001,23.188,8.206000000000001
674854,Marcos Vinicius Castro,marketing,pleno,2022-03-23,5,2.915,31.812000000000005,6.809000000000001
682948,Sophia Rodrigues,marketing,pleno,2022-05-26,15,2.915,12.32,3.1130000000000004
545235,Evelyn Azevedo,marketing,pleno,2016-07-10,3,2.728,0.165,24.475
291819,Arthur Miguel Vargas,marketing,pleno,2023-01-28,9,0.066,14.212000000000002,5.434000000000001
427899,Matheus da Cunha,marketing,pleno,2019-05-05,2,3.3000000000000003,6.017,22.319000000000003
981008,Gael Lima,marketing,pleno,2020-12-07,10,2.178,2.728,11.792000000000002
74146,José Pedro da Costa,marketing,pleno,2018-02-01,3,5.478000000000001,8.151000000000002,24.618
793891,Felipe Santos,marketing,pleno,2021-10-30,13,0.8580000000000001,22.077,18.777
874715,Lucas Fernandes,marketing,pleno,2015-03-02,7,1.573,20.779000000000003,23.606
2625,Valentina Ribeiro,marketing,pleno,2016-11-13,11,1.1880000000000002,1.848,19.03
612413,Mariah da Luz,marketing,pleno,2016-04-07,6,6.743,8.943000000000001,13.728000000000002
616345,Maria Alice Machado,marketing,pleno,2017-09-28,7,2.4640000000000004,13.981000000000002,19.074
76699,Nina Ribeiro,marketing,pleno,2022-05-25,1,5.566,14.652,17.732000000000003
214512,Dr. Thiago Nascimento,marketing,pleno,2021-12-22,6,3.850000000000001,10.373,10.747
739878,Gael da Rocha,marketing,pleno,2019-11-08,10,1.54,10.846,8.723
648004,Diogo da Cruz,marketing,pleno,2017-08-24,1,7.535,7.040000000000001,5.819000000000001
245812,Sr. Luiz Felipe Silveira,marketing,pleno,2019-08-20,14,4.037,22.099,7.139000000000001
410329,Dr. Lucas Gabriel Farias,marketing,pleno,2023-08-05,14,0.121,29.59,13.805
833800,Davi Lucca Ribeiro,marketing,pleno,2019-09-01,11,2.2,21.769,18.711
736479,Rafael Ferreira,marketing,pleno,2020-03-11,4,6.457000000000001,26.235000000000003,11.407
109084,Henry Gabriel Cavalcante,marketing,pleno,2016-01-07,11,5.071000000000001,9.075,25.707000000000004
179979,Ana Luiza Borges,marketing,pleno,2019-09-30,3,3.729000000000001,20.262000000000004,15.026000000000002
582811,Arthur Araújo,marketing,pleno,2016-12-03,10,4.796000000000001,20.042,11.803
105138,Beatriz da Rosa,marketing,pleno,2023-08-07,15,6.9190000000000005,27.038,12.364
809583,Isabella Barbosa,marketing,pleno,2022-06-02,8,0.363,9.053,3.278
546106,Davi Miguel Fogaça,marketing,pleno,2018-09-28,1,0.6160000000000001,25.564,13.585
44881,Vitor Hugo das Neves,marketing,pleno,2021-07-21,15,5.368,15.004,23.342
117242,Bryan Araújo,marketing,pleno,2019-05-13,12,5.3020000000000005,26.125000000000004,10.439000000000002
822593,Srta. Hadassa da Paz,marketing,pleno,2017-08-05,2,5.456,21.626,23.32
428812,Lorenzo Vieira,marketing,pleno,2022-08-06,11,3.773000000000001,11.572,15.004
105798,Emanuella Gonçalves,marketing,pleno,2022-06-14,12,2.805,0.451,9.702000000000002
622631,Catarina Borges,marketing,pleno,2017-12-21,2,4.367000000000001,26.158000000000005,9.537
380031,Laura Fogaça,marketing,pleno,2016-08-16,2,5.1370000000000005,12.914,19.184000000000005
160073,Ana Carolina Oliveira,marketing,pleno,2019-09-09,2,6.259000000000001,4.884000000000001,7.799
419510,Carlos Eduardo Marques,marketing,pleno,2020-01-02,12,5.852000000000001,32.38400000000001,22.231
96682,Liam da Rosa,marketing,pleno,2022-11-17,11,4.378,28.523000000000003,9.372
410637,José Pedro Andrade,marketing,pleno,2015-12-07,11,3.4210000000000003,7.403000000000001,10.428
20183,Daniela Gonçalves,marketing,pleno,2017-11-10,3,6.688000000000001,4.202,17.336000000000002
420385,Maria Alice Almeida,marketing,pleno,2015-08-12,6,7.26,9.702000000000002,0.8580000000000001
387931,Ana Lívia Duarte,marketing,pleno,2021-01-21,15,3.894000000000001,4.8950000000000005,13.596
537037,Gabrielly Lima,marketing,pleno,2019-06-20,15,3.751,7.381,4.6530000000000005
60732,Vitória Souza,marketing,pleno,2016-11-01,14,4.081,31.493,24.145
824645,Stephany Silva,marketing,pleno,2017-10-11,2,7.469,10.736,18.216
732680,Marcelo Costa,marketing,pleno,2017-05-25,7,5.192,13.574000000000002,22.253000000000004
844021,Eduarda Melo,marketing,pleno,2016-06-06,6,7.029,8.855000000000002,20.02
70670,Dra. Ágatha Marques,marketing,pleno,2022-07-19,8,3.278,24.53,8.305
874622,Alexia Sousa,marketing,pleno,2022-09-23,3,3.674,3.5970000000000004,8.547
335881,Melissa Albuquerque,marketing,pleno,2015-03-07,1,3.168,24.442,22.946
438379,Luiza Sales,marketing,pleno,2016-02-23,13,0.7150000000000001,11.715000000000002,9.999
638662,Melissa Aparecida,marketing,pleno,2020-04-19,8,1.254,18.04,20.680000000000003
393276,Ana Cassiano,marketing,pleno,2019-07-22,15,5.2250000000000005,9.911,26.697000000000003
71451,Anthony Gabriel Moreira,marketing,pleno,2020-05-10,7,6.314000000000001,24.101000000000003,11.671
317289,Hellena Abreu,marketing,pleno,2020-11-24,13,2.618,27.17,16.786
690740,Arthur Gabriel Abreu,marketing,pleno,2018-12-02,3,0.7150000000000001,12.672,4.95
968051,Davi Luiz Costa,marketing,pleno,2018-07-10,7,2.9810000000000003,27.104000000000003,0.957
778387,Lucca Nascimento,marketing,pleno,2023-07-07,13,1.9910000000000003,20.922,16.599
537267,Dr. Levi Jesus,marketing,pleno,2019-01-28,8,0.374,9.295,3.3440000000000003
860849,Helena da Rosa,marketing,pleno,2023-06-28,7,0.385,19.778,10.153
890204,José Miguel Duarte,marketing,pleno,2020-01-21,1,3.212,14.740000000000002,8.184000000000001
711179,Jade Mendes,marketing,pleno,2016-10-16,13,0.297,20.108000000000004,19.910000000000004
112892,Ágatha Sá,marketing,pleno,2023-01-17,2,3.5640000000000005,26.081000000000003,17.457
301626,Gael Henrique da Costa,marketing,pleno,2020-01-06,1,1.2100000000000002,28.82,11.0
240373,Guilherme Moreira,marketing,pleno,2018-12-07,7,6.38,23.925,1.1
441387,Apollo Moura,marketing,pleno,2016-03-08,5,0.11,31.251,9.416000000000002
85612,Sr. Carlos Eduardo Souza,marketing,pleno,2016-03-16,2,4.389,19.195,23.683000000000003
9766,Aurora Barbosa,marketing,pleno,2021-02-24,13,4.917,17.776000000000003,5.027000000000001
122933,Dra. Joana Sousa,marketing,pleno,2020-07-05,13,3.278,12.991,11.473
975691,Maria Júlia Nogueira,marketing,pleno,2023-09-26,9,0.187,14.102000000000002,10.516000000000002
741624,Liam Cardoso,marketing,pleno,2023-09-14,12,7.117,3.663,3.696
165785,Dra. Alícia Pacheco,marketing,pleno,2020-08-30,11,4.6530000000000005,30.778,3.861
799798,Rafaela Ribeiro,marketing,pleno,2019-09-27,9,3.047,16.049,1.32
545865,Ravi Rocha,marketing,pleno,2016-01-30,11,3.4760000000000004,29.062000000000005,20.317
527424,Felipe Marques,marketing,pleno,2022-01-06,11,3.619,29.799000000000003,3.5200000000000005
970861,Srta. Milena Novais,marketing,pleno,2015-03-15,4,0.088,15.862000000000002,23.584000000000003
633975,Sr. Luiz Felipe Cavalcanti,marketing,pleno,2023-02-07,4,4.95,31.834000000000003,3.4760000000000004
447073,Sr. João Gabriel Monteiro,marketing,pleno,2020-09-10,14,3.355,32.483000000000004,2.277
282984,Srta. Lara da Rocha,marketing,pleno,2015-10-16,8,6.941,32.076,24.574
422920,Isabela Azevedo,marketing,pleno,2021-05-28,3,6.336,17.864,16.775000000000002
504877,Valentina Pimenta,marketing,pleno,2015-03-26,5,6.171000000000001,24.057,23.364
230859,Nina Peixoto,marketing,pleno,2018-02-25,2,6.017,5.676000000000001,13.750000000000002
929411,Bruna da Rocha,marketing,pleno,2018-10-24,4,4.741,24.42,23.001
813096,Dra. Ana Araújo,marketing,pleno,2017-02-26,6,0.781,23.826,17.589000000000002
503840,Clarice Pinto,marketing,pleno,2023-07-14,7,3.19,18.194,15.62
185318,Sr. Leandro Andrade,marketing,pleno,2017-08-02,7,1.793,26.345,13.97
342371,José Pedro Mendes,marketing,pleno,2020-08-06,2,1.54,11.594,17.798000000000002
458006,Enrico Rodrigues,marketing,pleno,2017-12-20,10,5.7860000000000005,17.292,0.561
869174,Ravi Martins,marketing,pleno,2022-08-20,2,3.355,2.7170000000000005,0.66
664177,Maria Alice Ramos,marketing,pleno,2023-10-22,12,4.620000000000001,20.680000000000003,10.879
364634,João Gabriel Machado,marketing,pleno,2021-08-25,3,0.8470000000000001,7.546000000000001,22.913
166204,Vinicius Pereira,marketing,pleno,2022-11-09,1,0.297,29.755000000000003,18.821
476322,Melina Macedo,marketing,pleno,2020-11-29,9,1.1110000000000002,15.18,19.547
834553,Alexandre Vieira,marketing,pleno,2016-09-01,8,3.5420000000000007,14.927,26.191
404938,Carlos Eduardo Peixoto,marketing,pleno,2020-07-13,4,2.508,13.167000000000002,19.888
472173,Yan Câmara,marketing,pleno,2018-03-08,9,5.423,9.559,2.7940000000000005
208515,Melissa Correia,marketing,pleno,2023-02-19,10,5.478000000000001,31.306000000000004,2.2880000000000003
404476,Sra. Bruna Montenegro,marketing,pleno,2015-02-13,5,6.974,1.7160000000000002,6.567
420597,Heloisa Lima,marketing,pleno,2018-01-03,13,7.667000000000001,11.143000000000002,7.502000000000001
274670,Eduarda Martins,marketing,pleno,2022-05-06,13,0.638,14.85,18.480000000000004
43810,Dr. Lucca Vasconcelos,marketing,pleno,2019-11-29,12,4.8180000000000005,6.3580000000000005,22.484
999417,Dr. Arthur Gabriel Nascimento,marketing,pleno,2018-09-08,12,2.3100000000000005,16.137,15.015000000000002
348965,Bento Pimenta,marketing,pleno,2018-12-31,8,7.106000000000001,27.929,26.741
426526,Marcela da Luz,marketing,pleno,2015-04-03,1,1.1770000000000005,24.354000000000003,10.604
207560,José Pedro Alves,marketing,pleno,2018-03-24,2,1.254,4.246,26.29
511955,Dr. Pedro Câmara,marketing,pleno,2018-10-18,7,0.627,11.341,1.914
730797,Gael Rezende,marketing,pleno,2016-01-09,3,7.403000000000001,2.849,6.963000000000001
2082,Oliver da Cunha,marketing,pleno,2019-03-17,11,4.972,14.872,14.828
39480,João Felipe Azevedo,marketing,pleno,2016-07-11,9,0.902,24.156,21.912000000000003
986678,Rodrigo Sales,marketing,pleno,2015-10-10,10,2.9810000000000003,6.875000000000001,11.781000000000002
751363,Maitê da Mota,marketing,pleno,2021-03-21,13,2.706,8.437000000000001,13.024
19427,Bento Pimenta,marketing,pleno,2015-04-06,7,6.567,1.309,16.533
297132,Srta. Ana Julia Porto,marketing,pleno,2023-10-11,7,0.209,22.165,25.597
659647,Leandro Fonseca,marketing,pleno,2019-06-29,14,6.4350000000000005,19.976000000000003,25.278
403358,Fernanda Silveira,marketing,pleno,2023-09-11,6,4.5760000000000005,7.524,25.487000000000005
240925,Elisa Abreu,marketing,pleno,2016-11-23,5,5.577000000000001,30.008000000000003,2.4640000000000004
99616,Carlos Eduardo Gonçalves,marketing,pleno,2017-09-25,4,2.893,12.331,8.646
160400,Zoe Sampaio,marketing,pleno,2023-08-09,8,3.586,15.356000000000002,24.266
395693,Calebe Machado,marketing,pleno,2017-08-07,8,0.396,17.061,3.3880000000000003
823927,Maria Luiza Fernandes,marketing,pleno,2022-01-22,12,5.885,1.1880000000000002,21.428
489830,Dr. Rhavi Ferreira,marketing,pleno,2016-01-31,15,7.359000000000001,8.514000000000001,15.356000000000002
433522,Olivia da Rocha,marketing,pleno,2016-11-13,5,4.532000000000001,13.376,23.364
462812,Rael Aragão,marketing,pleno,2021-10-18,9,0.8250000000000001,19.58,16.929000000000002
466836,Heitor Martins,marketing,pleno,2022-05-12,15,5.027000000000001,26.884000000000004,11.495
294020,Apollo Martins,marketing,pleno,2022-10-03,7,1.4410000000000005,16.423000000000002,18.106
699781,Nicolas Correia,marketing,pleno,2015-04-28,8,4.95,6.567,1.1550000000000002
