ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,Tickets_Resolvidos,Tickets_Resolvidos_No_Prazo,Tempo_Medio_Atendimento_Minutos,Porcentagem_Reducao_Custos,Porcentagem_Aumento_Conversao_Apos_Melhorias,Max_Bugs_Criticos
252738,Marina Santos,TI,senior,2017-06-12,6,78.0,111.0,58.0,9.885,11.76,3.0
114037,Lucca Rezende,TI,senior,2021-11-22,15,150.0,148.0,75.0,8.7,5.67,13.0
39341,Igor Pastor,TI,senior,2022-08-21,6,354.0,228.0,3.0,19.65,0.975,6.0
52457,Heitor Gomes,TI,senior,2018-12-24,11,46.0,262.0,102.0,3.0,7.92,4.0
770735,Marina Pereira,TI,senior,2017-11-01,2,216.0,184.0,55.0,12.93,2.82,4.0
66831,Liam Fogaça,TI,senior,2015-02-09,9,264.0,345.0,18.0,11.31,19.53,12.0
472121,Catarina Andrade,TI,senior,2015-12-21,1,324.0,273.0,114.0,12.675,18.57,0.0
402527,Alice Porto,TI,senior,2020-08-05,9,118.0,94.0,76.0,13.905,0.675,13.0
702444,Dr. Anthony Monteiro,TI,senior,2016-10-26,6,274.0,58.0,13.0,8.399999999999999,22.200000000000003,9.0
698556,Cauã Pimenta,TI,senior,2017-05-10,7,240.0,319.0,40.0,18.36,8.295,10.0
228661,Luna Sousa,TI,senior,2016-07-29,7,102.0,22.0,64.0,11.79,16.23,12.0
135046,Arthur Ramos,TI,senior,2023-12-15,6,414.0,393.0,99.0,1.395,3.1049999999999995,3.0
90957,Dra. Lara Caldeira,TI,senior,2020-10-17,4,289.0,312.0,82.0,4.32,5.550000000000001,9.0
568494,Luigi Souza,TI,senior,2018-06-12,1,244.0,403.0,54.0,7.77,17.4,1.0
840215,Marcos Vinicius Pastor,TI,senior,2015-12-20,3,102.0,105.0,13.0,7.425000000000001,10.635,10.0
925320,Stella Cassiano,TI,senior,2023-08-20,13,168.0,316.0,123.0,17.04,18.045,12.0
257908,Rafaela Machado,TI,senior,2023-02-26,9,163.0,412.0,15.0,18.645,20.31,3.0
494315,Renan Ferreira,TI,senior,2018-06-09,10,220.0,405.0,60.0,1.245,2.97,6.0
739137,Olivia Gomes,TI,senior,2022-07-18,4,60.0,387.0,16.0,22.335,8.850000000000001,1.0
674392,Gabriel Almeida,TI,senior,2015-01-12,8,271.0,393.0,25.0,17.145,16.29,9.0
937025,Gael Moreira,TI,senior,2019-10-16,1,430.0,235.0,114.0,1.665,18.405,0.0
433381,Srta. Ana Sophia Cunha,TI,senior,2017-05-01,6,150.0,340.0,19.0,22.245,16.29,7.0
599730,Mariana Jesus,TI,senior,2015-11-07,6,178.0,348.0,4.0,6.15,22.335,7.0
87915,Lara Costela,TI,senior,2017-02-13,1,286.0,37.0,103.0,14.79,7.995,9.0
229474,Beatriz da Costa,TI,senior,2023-07-21,5,304.0,180.0,102.0,21.735,9.69,0.0
167496,Dr. Fernando Barros,TI,senior,2019-12-14,6,285.0,75.0,19.0,4.65,4.65,1.0
818814,Manuella Farias,TI,senior,2019-04-13,8,73.0,157.0,28.0,16.830000000000002,20.700000000000003,9.0
486498,Maria Isis Pimenta,TI,senior,2017-10-01,7,30.0,315.0,99.0,19.05,1.305,1.0
593904,Manuella Moura,TI,senior,2019-11-14,11,46.0,223.0,45.0,1.755,7.800000000000001,4.0
249749,Dr. Davi Luiz da Mota,TI,senior,2019-01-04,8,243.0,297.0,40.0,2.16,8.834999999999999,7.0
312952,Francisco Mendes,TI,senior,2018-01-19,2,216.0,43.0,28.0,14.355,21.99,7.0
365925,Erick Cardoso,TI,senior,2017-03-26,3,360.0,304.0,84.0,2.7,17.04,3.0
488630,Maria Alice Rios,TI,senior,2021-05-25,5,43.0,391.0,18.0,21.915,9.975,12.0
270351,Marcela Montenegro,TI,senior,2020-01-14,14,429.0,292.0,25.0,11.64,5.4,1.0
368888,Sr. Noah Pereira,TI,senior,2017-01-22,2,61.0,373.0,13.0,16.169999999999998,2.655,1.0
455757,Sr. João Guerra,TI,senior,2022-05-26,9,235.0,334.0,97.0,5.04,21.51,13.0
308086,Melissa Castro,TI,senior,2020-08-22,7,315.0,43.0,90.0,5.595,7.785,10.0
162942,Srta. Milena Oliveira,TI,senior,2020-09-24,8,171.0,367.0,10.0,9.99,12.9,1.0
74193,Lívia Cavalcanti,TI,senior,2016-06-02,14,286.0,400.0,76.0,14.73,10.26,4.0
198900,Sr. Luiz Henrique Campos,TI,senior,2016-11-20,4,135.0,315.0,115.0,16.02,21.045,9.0
292988,Ana Beatriz Santos,TI,senior,2020-09-17,9,439.0,79.0,73.0,14.325,15.99,12.0
367253,Dr. Fernando da Luz,TI,senior,2022-07-11,2,333.0,88.0,97.0,4.35,10.095,15.0
963524,Dr. Enrico Ribeiro,TI,senior,2021-01-22,4,213.0,252.0,102.0,14.61,2.58,4.0
566747,Ana Lívia Cavalcanti,TI,senior,2015-02-19,2,414.0,109.0,6.0,19.92,8.58,12.0
757888,Valentim Carvalho,TI,senior,2019-01-14,10,168.0,427.0,75.0,12.495,2.7750000000000004,0.0
432154,Dra. Ana Júlia Azevedo,TI,senior,2020-10-14,8,288.0,124.0,48.0,15.285,7.455,7.0
353569,João Guilherme Fogaça,TI,senior,2022-09-01,8,183.0,265.0,123.0,12.405,12.225,15.0
883280,Maria Eduarda Marques,TI,senior,2019-12-15,3,75.0,231.0,60.0,4.035,21.345,10.0
718969,Vicente Nunes,TI,senior,2016-08-26,1,217.0,162.0,30.0,10.965,1.41,6.0
924053,Maria Julia Siqueira,TI,senior,2016-08-10,13,339.0,42.0,88.0,20.295,12.135,0.0
905149,Gabriel das Neves,TI,senior,2021-07-07,8,193.0,189.0,118.0,15.69,9.645,13.0
979502,Fernanda da Cunha,TI,senior,2022-12-12,13,114.0,384.0,57.0,8.22,6.195,10.0
969915,Maya da Conceição,TI,senior,2022-06-22,10,24.0,175.0,85.0,18.105,18.525,7.0
812396,Samuel Ribeiro,TI,senior,2017-08-17,14,31.0,40.0,39.0,18.675,20.595,4.0
746832,Sr. Caio Martins,TI,senior,2015-02-18,13,112.0,199.0,51.0,10.875,5.475,4.0
757255,Isaac Azevedo,TI,senior,2021-05-15,10,207.0,310.0,1.0,4.74,13.080000000000002,4.0
928660,Ana Julia Vasconcelos,TI,senior,2019-02-20,3,103.0,45.0,36.0,5.3100000000000005,9.72,6.0
341884,Srta. Clarice Sá,TI,senior,2018-01-25,13,292.0,243.0,132.0,6.404999999999999,7.32,7.0
286910,Helena Aparecida,TI,senior,2018-01-26,2,195.0,288.0,72.0,20.445,10.83,3.0
121229,Antônio Monteiro,TI,senior,2017-04-26,3,307.0,127.0,100.0,18.195,9.285,13.0
960089,Nathan da Rocha,TI,senior,2021-11-28,13,72.0,238.0,60.0,18.435,12.18,7.0
105571,Maya Vieira,TI,senior,2022-02-12,12,171.0,84.0,3.0,19.275,17.46,3.0
394347,Mathias Duarte,TI,senior,2021-01-16,7,250.0,336.0,103.0,12.975,15.18,10.0
877430,Dra. Ayla Castro,TI,senior,2020-12-07,10,418.0,285.0,85.0,1.215,11.805,4.0
789394,Srta. Maitê Farias,TI,senior,2020-02-08,15,39.0,90.0,130.0,12.615,16.035,0.0
563951,Dr. Bernardo Ribeiro,TI,senior,2021-10-16,7,307.0,91.0,18.0,15.495,20.22,13.0
287322,Lunna Castro,TI,senior,2021-04-21,7,54.0,142.0,118.0,16.365000000000002,17.22,13.0
993736,Ana Rodrigues,TI,senior,2020-08-16,9,103.0,105.0,93.0,8.084999999999999,15.48,7.0
655892,Maria Luísa Azevedo,TI,senior,2019-05-21,15,288.0,316.0,4.0,2.46,10.275,13.0
175980,Eduardo Cavalcante,TI,senior,2017-08-09,3,433.0,85.0,60.0,19.905,17.415,4.0
569212,Amanda Caldeira,TI,senior,2015-06-12,15,246.0,177.0,43.0,0.5549999999999999,10.215,13.0
243371,Danilo Silva,TI,senior,2017-04-24,1,369.0,93.0,25.0,1.245,7.86,1.0
462667,Maria Vitória Lopes,TI,senior,2016-12-12,11,376.0,135.0,124.0,1.11,9.375,3.0
216975,Hadassa Vargas,TI,senior,2018-03-09,12,379.0,256.0,52.0,13.395,19.455,12.0
869045,Dr. Ravi Lucca Pacheco,TI,senior,2018-12-02,1,393.0,150.0,120.0,2.325,17.235,10.0
431966,Dr. Vicente Fogaça,TI,senior,2020-08-19,10,46.0,244.0,73.0,6.105,21.225,12.0
438676,Maria Fernanda da Mota,TI,senior,2017-07-23,9,315.0,277.0,42.0,18.39,16.035,10.0
921449,Luara Sousa,TI,senior,2015-11-09,11,193.0,441.0,76.0,7.695,15.615,3.0
782056,Cecilia Silveira,TI,senior,2023-07-29,7,369.0,162.0,117.0,19.485,5.295,10.0
519252,Srta. Maria Julia Siqueira,TI,senior,2017-06-18,13,40.0,213.0,100.0,21.615,1.755,9.0
503482,Sra. Eloá Jesus,TI,senior,2017-02-07,11,430.0,43.0,72.0,7.965,18.99,9.0
612744,Mateus Leão,TI,senior,2017-04-02,3,58.0,78.0,6.0,6.915000000000001,17.865000000000002,7.0
632923,Dr. Arthur Caldeira,TI,senior,2023-05-13,6,16.0,81.0,67.0,21.375,14.115,12.0
707438,Matteo Novais,TI,senior,2019-05-26,2,147.0,90.0,91.0,7.334999999999999,17.52,4.0
513244,Leandro Correia,TI,senior,2018-02-14,11,316.0,252.0,105.0,3.12,7.529999999999999,7.0
340169,Luigi Rios,TI,senior,2015-09-16,4,129.0,438.0,114.0,15.585,15.0,3.0
926350,Anthony Macedo,TI,senior,2021-02-12,13,133.0,403.0,130.0,16.965,22.365,10.0
913627,Gael Henrique Pinto,TI,senior,2017-10-21,9,408.0,199.0,93.0,16.455000000000002,20.25,1.0
337278,Valentina Sousa,TI,senior,2017-01-01,10,109.0,54.0,37.0,22.365,1.5,10.0
905023,Bella das Neves,TI,senior,2017-08-27,13,163.0,240.0,48.0,3.24,3.075,4.0
592060,Maitê da Paz,TI,senior,2017-09-18,8,340.0,51.0,61.0,1.725,18.42,13.0
386514,Dra. Rafaela Jesus,TI,senior,2020-04-05,3,31.0,369.0,103.0,11.895,16.11,15.0
558078,Gael Gomes,TI,senior,2021-07-07,7,267.0,340.0,108.0,21.225,8.01,10.0
155514,Benício Albuquerque,TI,senior,2020-12-24,6,12.0,400.0,46.0,2.19,7.77,6.0
413091,Maria Flor Macedo,TI,senior,2015-09-29,7,405.0,120.0,94.0,13.23,22.185,6.0
26548,Arthur Miguel Peixoto,TI,senior,2023-04-24,10,204.0,343.0,24.0,0.42,15.825,13.0
639116,Sophia Lima,TI,senior,2017-07-20,4,364.0,384.0,123.0,21.03,16.35,1.0
493215,Brayan Machado,TI,senior,2023-11-13,1,276.0,103.0,12.0,10.41,5.8950000000000005,13.0
600039,Heitor da Costa,TI,senior,2017-02-09,12,358.0,24.0,19.0,5.175000000000001,0.81,4.0
706536,Giovanna Almeida,TI,senior,2021-08-28,8,366.0,160.0,79.0,17.294999999999998,0.36,10.0
9318,Eloá Campos,TI,senior,2016-06-18,7,219.0,279.0,132.0,8.115,15.165,10.0
852021,Melina Camargo,TI,senior,2017-10-18,12,394.0,438.0,57.0,19.935,15.765,13.0
10705,Aylla Rocha,TI,senior,2018-05-02,9,333.0,57.0,133.0,6.39,2.085,9.0
19573,Dr. João Sales,TI,senior,2016-07-15,3,379.0,105.0,40.0,15.0,18.345,9.0
982500,Julia Cavalcanti,TI,senior,2020-09-19,15,234.0,177.0,36.0,11.22,9.525,6.0
579237,Dr. Igor Aparecida,TI,senior,2023-06-27,11,340.0,430.0,70.0,16.89,11.31,0.0
841647,Joaquim Cavalcanti,TI,senior,2023-08-30,1,144.0,265.0,66.0,21.015,7.649999999999999,3.0
886001,Calebe Duarte,TI,senior,2021-09-16,7,174.0,52.0,7.0,10.455,9.165,7.0
762786,Melina Teixeira,TI,senior,2023-07-02,11,4.0,172.0,108.0,19.8,13.935,4.0
398797,Kaique Fogaça,TI,senior,2020-03-24,7,30.0,355.0,25.0,12.9,14.34,4.0
298014,Marcos Vinicius Caldeira,TI,senior,2022-05-26,4,64.0,106.0,111.0,12.585,1.23,4.0
558691,Breno Rezende,TI,senior,2020-01-23,1,433.0,277.0,57.0,3.645000000000001,10.215,12.0
35060,Antonella da Mota,TI,senior,2017-10-10,12,6.0,294.0,133.0,21.405,19.47,3.0
814776,Léo Borges,TI,senior,2017-07-13,6,135.0,264.0,76.0,0.72,3.135,15.0
526311,Luiz Felipe Araújo,TI,senior,2015-01-05,2,360.0,411.0,78.0,8.790000000000001,8.58,13.0
105518,Cauã Pastor,TI,senior,2019-03-13,7,79.0,372.0,81.0,0.6000000000000001,4.47,13.0
363209,Sr. Ravi Silva,TI,senior,2017-04-06,4,207.0,91.0,133.0,10.035,18.555,9.0
60086,Sr. Oliver da Luz,TI,senior,2021-04-19,1,109.0,427.0,19.0,18.465,18.93,3.0
11965,Theodoro Ramos,TI,senior,2018-08-31,11,355.0,415.0,76.0,5.67,2.13,4.0
110715,Sra. Sophia Gomes,TI,senior,2017-09-05,13,445.0,105.0,82.0,20.175,6.945,10.0
388120,Cauê Cirino,TI,senior,2021-11-13,6,79.0,171.0,42.0,6.375,12.645,7.0
337752,Dr. Pedro Lucas da Luz,TI,senior,2021-01-06,8,327.0,220.0,124.0,21.15,21.84,6.0
107623,Gael Leão,TI,senior,2017-01-31,10,378.0,6.0,103.0,14.505,20.625,6.0
147257,Mirella Cunha,TI,senior,2021-07-18,8,15.0,223.0,12.0,18.735,22.41,15.0
273276,Larissa da Rosa,TI,senior,2022-10-14,13,28.0,154.0,123.0,16.71,16.32,10.0
649253,Rael Leão,TI,senior,2018-02-10,6,214.0,373.0,67.0,15.84,8.475000000000001,15.0
71463,Clara Barbosa,TI,senior,2022-07-11,7,153.0,195.0,19.0,16.259999999999998,5.5200000000000005,1.0
172108,Maria Laura Barros,TI,senior,2015-06-12,6,297.0,349.0,117.0,14.625,6.195,10.0
597393,Srta. Hellena Novais,TI,senior,2018-01-20,3,87.0,168.0,88.0,18.465,13.605,6.0
26575,Pedro Lucas Novaes,TI,senior,2017-03-21,11,397.0,181.0,79.0,5.835,15.45,10.0
887603,Ana Clara Martins,TI,senior,2021-12-28,12,448.0,399.0,94.0,9.12,13.86,13.0
358571,Aurora Carvalho,TI,senior,2016-06-01,15,307.0,19.0,60.0,3.795,20.925,12.0
21150,Esther Jesus,TI,senior,2017-02-03,1,256.0,97.0,40.0,21.0,14.46,12.0
866363,Théo Vieira,TI,senior,2021-11-21,7,285.0,103.0,18.0,0.8699999999999999,22.29,13.0
429703,Sr. Cauê Lima,TI,senior,2019-09-03,12,166.0,292.0,28.0,8.64,19.965,1.0
997227,Marcelo Lima,TI,senior,2018-12-02,11,441.0,349.0,105.0,2.4000000000000004,16.785,6.0
832558,Yasmin Lopes,TI,senior,2021-02-22,9,150.0,361.0,88.0,5.535,9.42,7.0
633392,Evelyn Borges,TI,senior,2021-03-02,10,64.0,330.0,94.0,9.555,1.215,1.0
214569,Renan da Mota,TI,senior,2020-12-02,6,19.0,444.0,66.0,1.08,2.1,4.0
971229,Jade Fonseca,TI,senior,2018-01-08,10,274.0,235.0,103.0,10.065,2.955,4.0
847152,Ana Clara Carvalho,TI,senior,2015-12-12,14,33.0,69.0,85.0,11.19,18.105,1.0
938111,Dr. Bryan Duarte,TI,senior,2019-01-30,1,64.0,298.0,111.0,16.53,18.57,10.0
623236,Diogo Ribeiro,TI,senior,2019-12-23,7,417.0,45.0,60.0,13.080000000000002,0.735,4.0
575494,Nina Barbosa,TI,senior,2023-10-05,11,352.0,178.0,127.0,17.595,11.415,4.0
655551,Valentim Siqueira,TI,senior,2019-06-17,4,270.0,151.0,129.0,22.335,5.445,15.0
233971,Ana Júlia Leão,TI,senior,2023-06-27,12,177.0,22.0,126.0,9.66,21.135,6.0
86988,Isaac Martins,TI,senior,2022-06-02,4,114.0,54.0,82.0,12.06,11.655,12.0
616871,Cecília da Paz,TI,senior,2018-11-30,5,423.0,120.0,64.0,21.450000000000003,7.845000000000001,9.0
747014,Eduardo da Mota,TI,senior,2017-05-20,2,159.0,13.0,24.0,7.26,17.79,6.0
982991,Maria Flor Almeida,TI,senior,2019-12-30,2,313.0,193.0,28.0,2.01,20.715,6.0
835673,Maitê Nascimento,TI,senior,2019-07-16,2,70.0,39.0,36.0,22.41,4.425000000000001,9.0
635168,Sophia Teixeira,TI,senior,2019-07-22,1,160.0,159.0,63.0,21.63,10.38,13.0
564725,Lucas Silva,TI,senior,2017-01-27,3,168.0,279.0,121.0,19.755,1.2000000000000002,12.0
809156,Raul Casa Grande,TI,senior,2015-10-04,11,24.0,93.0,19.0,16.665,11.145,3.0
610785,Alícia Barros,TI,senior,2023-03-23,14,90.0,114.0,58.0,6.4350000000000005,4.53,3.0
209055,Davi Lucca Montenegro,TI,senior,2015-04-05,10,289.0,223.0,112.0,12.84,10.665,6.0
457391,Vinicius Carvalho,TI,senior,2023-07-13,5,141.0,279.0,73.0,20.07,13.11,13.0
300659,Dante Souza,TI,senior,2020-03-13,15,376.0,363.0,46.0,1.59,9.36,10.0
373882,Sara Mendonça,TI,senior,2018-01-25,12,387.0,307.0,99.0,12.435,1.17,12.0
61583,Maria Liz Ribeiro,TI,senior,2016-05-19,3,255.0,445.0,1.0,16.200000000000003,18.285,1.0
257896,Aylla Farias,TI,senior,2019-10-06,1,22.0,51.0,4.0,15.405,19.365,9.0
733217,Clarice Machado,TI,senior,2022-03-04,14,102.0,429.0,133.0,21.945,0.36,12.0
663357,Sr. Thiago Cavalcante,TI,senior,2021-05-06,11,330.0,243.0,16.0,19.77,17.955000000000002,9.0
960004,Milena Ramos,TI,senior,2023-08-19,13,198.0,121.0,112.0,6.6000000000000005,5.49,3.0
605038,Eduarda Dias,TI,senior,2023-11-17,2,418.0,334.0,16.0,0.765,9.705,10.0
304873,João Felipe Barbosa,TI,senior,2023-10-13,15,264.0,424.0,13.0,6.69,7.68,9.0
215964,Alícia Cavalcanti,TI,senior,2018-07-30,1,228.0,417.0,39.0,8.64,17.04,15.0
909048,Bella da Conceição,TI,senior,2015-01-02,2,94.0,234.0,78.0,13.845,2.235,4.0
336922,Hadassa Pires,TI,senior,2018-05-18,14,376.0,282.0,127.0,14.115,5.535,9.0
887975,Sr. André Fogaça,TI,senior,2019-02-14,12,228.0,172.0,133.0,16.365000000000002,21.405,12.0
604960,Davi Lucca Jesus,TI,senior,2021-05-28,15,91.0,276.0,96.0,11.685,5.655,7.0
727783,Davi Leão,TI,senior,2018-07-06,12,289.0,172.0,78.0,19.200000000000003,13.605,15.0
978746,Dra. Ana Cecília da Mata,TI,senior,2015-11-26,10,409.0,94.0,0.0,5.22,4.875,13.0
799235,Sara Jesus,TI,senior,2021-05-30,1,69.0,331.0,117.0,2.955,9.435,12.0
555080,Otávio Montenegro,TI,senior,2017-12-18,9,202.0,283.0,112.0,0.8250000000000001,18.78,6.0
745706,Sr. Renan Moura,TI,senior,2015-05-17,2,357.0,40.0,105.0,5.805,10.53,0.0
680465,Bella Novaes,TI,senior,2022-04-17,15,283.0,214.0,63.0,7.26,12.69,10.0
812168,Caio Cavalcante,TI,senior,2017-11-18,1,424.0,90.0,132.0,16.919999999999998,2.925,4.0
564844,Eloá Pinto,TI,senior,2021-11-15,2,109.0,372.0,112.0,16.485,11.775,7.0
572832,Théo Cirino,TI,senior,2020-01-17,7,384.0,109.0,108.0,8.415000000000001,10.635,12.0
396513,Rafael Rodrigues,TI,senior,2018-03-05,9,274.0,207.0,57.0,13.395,12.18,7.0
752258,Sr. Gael Aragão,TI,senior,2016-12-09,2,220.0,105.0,124.0,2.97,13.665,12.0
550723,Sabrina Nascimento,TI,senior,2021-07-22,8,343.0,142.0,72.0,8.82,19.335,7.0
32423,Bryan Peixoto,TI,senior,2018-11-07,10,283.0,198.0,106.0,2.325,19.065,12.0
165171,Marcelo Machado,TI,senior,2018-09-16,3,336.0,448.0,55.0,13.919999999999998,3.84,4.0
851813,João Pedro Santos,TI,senior,2015-07-31,3,141.0,168.0,117.0,10.92,3.81,7.0
798268,Anna Liz da Costa,TI,senior,2023-05-31,4,381.0,241.0,10.0,17.955000000000002,10.05,7.0
24954,Sara Correia,TI,senior,2017-04-23,14,205.0,18.0,82.0,12.419999999999998,2.055,3.0
388350,Guilherme Gonçalves,TI,senior,2022-04-19,5,355.0,351.0,36.0,20.985,10.62,13.0
648293,Ana Vitória Melo,TI,senior,2022-12-09,6,90.0,96.0,67.0,19.275,2.4000000000000004,3.0
74591,Vitória Campos,TI,senior,2018-07-22,6,333.0,430.0,49.0,17.384999999999998,16.815,3.0
272432,Rodrigo Castro,TI,senior,2021-10-15,1,369.0,195.0,3.0,12.93,0.15,12.0
934288,Vitor Gabriel Freitas,TI,senior,2021-08-30,3,403.0,21.0,114.0,3.99,0.21,7.0
880889,Marcelo Cassiano,TI,senior,2015-03-05,11,183.0,447.0,61.0,5.91,9.9,10.0
599553,Samuel Martins,TI,senior,2016-07-05,3,21.0,240.0,73.0,15.615,22.44,3.0
888740,Raul Novais,TI,senior,2019-09-30,3,139.0,415.0,82.0,21.585,1.335,6.0
122562,Srta. Raquel Aparecida,TI,senior,2016-02-12,10,376.0,169.0,70.0,20.82,8.61,9.0
919868,Sr. Raul da Mota,TI,senior,2015-05-31,2,349.0,301.0,3.0,12.75,0.54,13.0
939465,Daniela Nunes,TI,senior,2020-02-28,2,181.0,118.0,96.0,11.985,8.925,13.0
608633,Dom da Rocha,TI,senior,2018-04-23,8,439.0,369.0,30.0,6.0600000000000005,18.825000000000003,7.0
997704,Dra. Eduarda Pinto,TI,senior,2016-03-11,3,375.0,352.0,127.0,15.044999999999998,1.47,3.0
187624,Antônio Correia,TI,senior,2020-03-25,11,177.0,246.0,27.0,7.199999999999999,10.08,3.0
484659,Raquel Fogaça,TI,senior,2022-01-14,4,411.0,184.0,1.0,18.525,8.49,12.0
597515,Elisa Campos,TI,senior,2017-09-03,3,198.0,391.0,9.0,5.535,11.895,9.0
486079,Bento da Luz,TI,senior,2018-01-28,7,163.0,208.0,117.0,17.82,8.43,4.0
656405,Sra. Daniela Sampaio,TI,senior,2016-08-15,8,253.0,70.0,54.0,17.595,4.455,6.0
158346,Bruno Gomes,TI,senior,2019-03-10,14,331.0,394.0,91.0,17.700000000000003,1.935,0.0
866049,Thiago da Luz,TI,senior,2018-09-26,12,121.0,169.0,49.0,11.535,22.35,6.0
987567,Catarina Rezende,TI,senior,2021-11-05,2,106.0,369.0,66.0,10.575,0.4349999999999999,7.0
142656,Mateus Teixeira,TI,senior,2023-11-11,4,250.0,24.0,114.0,5.07,0.96,3.0
1567,Antony Oliveira,TI,senior,2020-07-24,14,231.0,183.0,25.0,0.93,18.105,10.0
985134,Sr. Daniel Novaes,TI,senior,2022-08-21,2,250.0,121.0,94.0,10.8,16.455000000000002,3.0
717983,Manuella Casa Grande,TI,senior,2022-10-09,13,43.0,366.0,3.0,0.705,2.73,3.0
683747,Dr. Rafael Ferreira,TI,senior,2022-06-11,5,415.0,204.0,100.0,5.43,22.14,0.0
34687,Sara Casa Grande,TI,senior,2016-02-25,13,384.0,97.0,55.0,0.2249999999999999,2.895,13.0
134601,Vitor Hugo Barbosa,TI,senior,2023-05-05,2,165.0,244.0,57.0,0.75,9.81,10.0
631947,Emanuelly Novais,TI,senior,2019-05-16,9,168.0,118.0,9.0,17.775,4.17,6.0
88825,Ana Lívia Caldeira,TI,senior,2020-01-16,13,400.0,291.0,102.0,3.54,13.47,4.0
345645,Paulo Borges,TI,senior,2015-08-02,8,415.0,273.0,88.0,12.915,10.56,1.0
256703,Nina Pastor,TI,senior,2019-03-28,3,184.0,118.0,57.0,14.835,17.28,13.0
546077,Diogo Nogueira,TI,senior,2017-06-28,5,373.0,82.0,87.0,11.175,5.5200000000000005,7.0
987945,Dr. Gael Fernandes,TI,senior,2020-05-08,8,369.0,229.0,57.0,5.985,22.08,9.0
899940,Sr. Breno Pires,TI,senior,2017-07-28,8,441.0,121.0,66.0,2.16,19.02,3.0
128565,Bernardo Carvalho,TI,senior,2023-03-03,4,79.0,246.0,127.0,20.13,5.3100000000000005,12.0
208933,Hellena Fonseca,TI,senior,2017-01-20,9,34.0,348.0,36.0,17.625,12.015,12.0
736542,Henrique Castro,TI,senior,2017-12-02,10,402.0,177.0,22.0,10.56,19.05,3.0
672111,Leandro da Paz,TI,senior,2021-12-15,5,63.0,357.0,54.0,3.195,20.265,13.0
90262,Lucas Ribeiro,TI,senior,2015-09-23,12,228.0,450.0,21.0,18.555,7.425000000000001,10.0
122946,José Miguel Oliveira,TI,senior,2015-12-07,1,120.0,64.0,123.0,2.1,8.64,6.0
