ID_Funcionario,Nome,Departamento,Cargo,Data_Contratacao,Treinamentos_Completos,Vendas,Satisfacao_Cliente,Valor_Gerado_Reais
89777,Marcelo Camargo,vendas,senior,2019-11-07,15,8818.0,5.0,1409474.97
848313,Laura Sales,vendas,senior,2015-10-09,15,11692.0,5.0,1301212.905
522345,Maria Siqueira,vendas,senior,2019-01-04,9,13155.0,2.34,154062.33000000002
300387,Juan Viana,vendas,senior,2016-01-31,9,14773.0,1.59,32869.905
847699,Mariana Andrade,vendas,senior,2016-04-21,11,13996.0,2.475,4107.0
993294,Isadora Novaes,vendas,senior,2016-07-15,11,5697.0,2.685,43224.345
63780,Kevin Azevedo,vendas,senior,2015-12-29,15,13381.0,4.59,17467.305
597521,Sra. Luísa da Cunha,vendas,senior,2023-11-26,2,12732.0,5.0,1304123.445
732609,Luiz Otávio Nunes,vendas,senior,2020-11-24,10,11043.0,4.155,649215.5700000001
714341,Ana Luiza Ramos,vendas,senior,2015-10-16,3,10716.0,5.0,1381787.64
437933,Maria Clara Lopes,vendas,senior,2019-09-03,13,9706.0,2.91,766383.45
698853,Rebeca Casa Grande,vendas,senior,2019-01-14,13,4978.0,2.7,327667.935
755926,Sr. Rafael Câmara,vendas,senior,2018-11-11,12,88.0,5.0,94856.385
589786,Melina Vargas,vendas,senior,2021-03-02,1,1131.0,0.135,760767.465
929163,Nina Machado,vendas,senior,2021-04-12,10,12501.0,0.165,64716.495
226422,Clara Pinto,vendas,senior,2023-04-02,1,1444.0,3.57,922122.255
274551,Maria Clara da Costa,vendas,senior,2022-10-23,2,3447.0,5.0,1423867.77
478769,André Costa,vendas,senior,2021-07-19,12,6009.0,2.535,825864.315
854909,Zoe da Luz,vendas,senior,2022-01-30,15,7416.0,0.075,1275851.46
269249,Daniel Fogaça,vendas,senior,2022-12-29,13,4.0,1.185,1495225.71
171830,Maria Cecília Pacheco,vendas,senior,2020-10-17,15,13971.0,3.57,530306.895
473966,Giovanna da Rosa,vendas,senior,2018-07-31,12,13974.0,2.925,344033.94
207013,Daniel Cirino,vendas,senior,2023-10-21,8,5352.0,5.0,1296361.71
870013,Josué da Conceição,vendas,senior,2020-08-06,1,6576.0,0.06,135295.47
910273,Sra. Allana Andrade,vendas,senior,2017-04-22,5,9990.0,1.56,583684.4400000001
443961,Dr. Alexandre Melo,vendas,senior,2021-07-31,5,2799.0,2.61,1098603.615
746933,Asafe Teixeira,vendas,senior,2017-05-20,11,14508.0,5.0,284804.17500000005
690573,Arthur Miguel Aparecida,vendas,senior,2019-04-01,6,14976.0,3.33,528486.12
57956,Bella Camargo,vendas,senior,2022-02-13,13,5988.0,0.645,752734.6799999999
9606,Srta. Pietra Duarte,vendas,senior,2018-05-18,14,817.0,5.0,1390094.5499999998
992075,Antony Costa,vendas,senior,2017-03-06,9,13995.0,5.0,476244.31500000006
971354,Davi Lucas Farias,vendas,senior,2019-05-23,7,8068.0,5.0,58877.43000000001
955225,Anthony Albuquerque,vendas,senior,2016-05-18,11,10999.0,0.6900000000000001,1059340.065
978057,Sr. Vinicius Pacheco,vendas,senior,2016-12-01,10,9001.0,1.83,821012.415
932213,Luiza Aragão,vendas,senior,2017-12-02,9,873.0,4.29,1469024.9249999998
233123,Thomas da Rocha,vendas,senior,2020-11-24,9,14985.0,3.1049999999999995,500688.39
383481,Rafaela Peixoto,vendas,senior,2017-02-05,4,2385.0,3.615,99089.895
136478,Enrico Pereira,vendas,senior,2023-01-13,10,13963.0,4.305,729945.465
52584,Diego Barbosa,vendas,senior,2017-03-09,6,7525.0,3.075,819249.39
203923,Valentina Farias,vendas,senior,2020-10-26,10,774.0,5.0,1213343.67
343722,Maria Liz Pereira,vendas,senior,2017-08-08,8,3966.0,5.0,78784.79999999999
465951,Larissa Carvalho,vendas,senior,2022-08-14,9,5061.0,5.0,269874.975
698300,Amanda Garcia,vendas,senior,2023-02-05,9,127.0,0.51,616873.155
420625,Luiz Henrique Dias,vendas,senior,2017-10-31,4,6688.0,1.65,424945.53
853046,Igor da Mata,vendas,senior,2021-05-24,14,9571.0,5.0,179965.665
639609,Raul Costa,vendas,senior,2022-10-10,7,5857.0,1.14,494746.305
158727,Maria Sophia Ferreira,vendas,senior,2023-07-02,13,3387.0,2.88,1033891.965
7202,Sra. Maria Gonçalves,vendas,senior,2021-10-26,3,8689.0,5.0,55316.505
240663,Bryan Silva,vendas,senior,2022-08-21,2,6189.0,1.5,1337047.725
772479,Théo Cassiano,vendas,senior,2019-12-14,5,10977.0,5.0,199068.0
903257,Ana Júlia Vieira,vendas,senior,2020-02-23,3,14985.0,0.12,1003553.415
203154,Sra. Isadora da Cunha,vendas,senior,2017-10-22,11,14281.0,0.165,624804.99
541273,Otávio Dias,vendas,senior,2022-02-28,11,9670.0,3.09,514188.72
699912,Anthony Pires,vendas,senior,2020-02-10,9,5916.0,3.675,904757.805
669304,Liam Moraes,vendas,senior,2023-04-16,6,5416.0,1.11,1280706.105
12574,Ana Sophia Montenegro,vendas,senior,2015-03-16,15,11341.0,0.66,614190.96
917413,Mathias Viana,vendas,senior,2018-12-07,15,9988.0,2.16,269058.465
348606,Ana Clara da Cruz,vendas,senior,2018-09-12,9,2748.0,0.705,1128942.765
891444,Caroline Melo,vendas,senior,2021-01-17,6,3081.0,5.0,277172.73
304869,Cauê Nunes,vendas,senior,2015-09-18,14,6109.0,5.0,641942.49
830650,Emilly Almeida,vendas,senior,2020-11-09,10,10125.0,4.949999999999999,1028061.255
257169,Natália Martins,vendas,senior,2023-09-27,2,3663.0,1.755,468149.295
838569,Rafael Sales,vendas,senior,2017-08-04,10,3211.0,1.995,445980.405
480092,Vitor Pires,vendas,senior,2023-02-07,8,5052.0,0.51,1201778.505
53681,Catarina Ramos,vendas,senior,2018-02-08,15,13005.0,5.0,582706.515
971659,Sr. Gustavo Porto,vendas,senior,2018-04-13,3,9624.0,4.725,1186528.98
658617,Cauê Alves,vendas,senior,2015-01-18,8,10287.0,5.0,479098.695
644194,Mariana da Paz,vendas,senior,2020-10-15,15,1761.0,5.0,652738.11
544871,Luna Teixeira,vendas,senior,2020-11-05,10,7630.0,2.04,1336341.78
561732,Noah Nascimento,vendas,senior,2020-05-29,3,14970.0,0.03,1150271.445
108210,Dra. Alice da Cruz,vendas,senior,2015-05-24,12,9336.0,3.405,1421127.6
809082,Mathias Vieira,vendas,senior,2021-08-13,15,6415.0,4.26,826491.4949999999
789868,Sr. José Mendonça,vendas,senior,2015-10-22,11,1614.0,3.18,141726.54
46642,Emanuella Brito,vendas,senior,2019-03-28,7,14733.0,1.95,1010113.14
304565,Vitor Gabriel Sá,vendas,senior,2016-12-24,8,3108.0,5.0,129287.85
340257,Sr. Igor Ribeiro,vendas,senior,2021-10-05,14,630.0,0.795,944889.18
938012,Caroline Garcia,vendas,senior,2022-10-30,11,13837.0,1.125,861835.89
555707,Srta. Hellena Duarte,vendas,senior,2018-12-25,6,898.0,2.79,940484.295
115805,Emilly Jesus,vendas,senior,2017-05-04,7,6385.0,3.09,138372.915
920275,Vitória Costa,vendas,senior,2019-11-25,9,3189.0,3.555,1119744.465
583874,Antony Borges,vendas,senior,2021-03-05,3,9547.0,5.0,1000831.11
716234,Renan Duarte,vendas,senior,2018-05-02,4,14757.0,0.93,555720.96
88908,Brenda Peixoto,vendas,senior,2021-03-28,8,5941.0,5.0,853653.345
462095,Leandro Nascimento,vendas,senior,2017-09-06,10,2907.0,5.0,1008263.325
201744,Srta. Isabela Aragão,vendas,senior,2018-04-08,3,6357.0,0.5549999999999999,374976.24
5657,Murilo Montenegro,vendas,senior,2015-07-18,4,11958.0,5.0,1260761.37
356622,Felipe Sousa,vendas,senior,2016-11-08,10,11934.0,5.0,1277253.96
548776,Emanuelly Macedo,vendas,senior,2016-01-07,7,10897.0,5.0,1363104.705
897738,Yago Pimenta,vendas,senior,2022-07-30,11,669.0,0.195,958299.93
115324,Bryan Pastor,vendas,senior,2023-02-14,4,1191.0,1.035,748089.72
7902,Srta. Lara Jesus,vendas,senior,2018-02-03,13,11877.0,3.1049999999999995,1219065.81
890870,Bruno da Conceição,vendas,senior,2021-06-01,4,14826.0,5.0,1044417.075
240278,Sara Novaes,vendas,senior,2021-03-26,1,7039.0,1.155,284438.715
646209,Davi Lucca Ribeiro,vendas,senior,2021-09-08,7,13648.0,5.0,248735.415
635173,Ana Júlia Silva,vendas,senior,2017-04-25,6,14130.0,4.29,191126.205
704745,Cauã Farias,vendas,senior,2022-07-07,1,9955.0,4.425000000000001,159878.88
647542,Liam Pires,vendas,senior,2023-08-26,10,9981.0,5.0,1054450.215
152958,Diego Pereira,vendas,senior,2022-06-20,12,3159.0,5.0,1215627.975
231627,Dr. Kaique Sales,vendas,senior,2023-03-18,13,12844.0,2.955,196351.02
332804,Júlia Silva,vendas,senior,2020-08-20,4,1485.0,5.0,355650.54
106721,Caleb Fonseca,vendas,senior,2017-01-30,2,5386.0,0.96,933469.11
179734,Kevin Cunha,vendas,senior,2022-10-28,11,3057.0,4.725,404099.535
880607,Isabelly Pastor,vendas,senior,2017-03-15,11,1650.0,4.11,98939.04
651118,Sr. Lucas Cunha,vendas,senior,2021-06-27,8,861.0,5.0,831239.655
743913,Maria Eduarda da Luz,vendas,senior,2020-04-18,12,6375.0,4.005,517590.945
597041,Caroline Montenegro,vendas,senior,2022-08-02,14,7668.0,1.875,1150091.4
830783,Leandro Correia,vendas,senior,2015-09-03,14,10957.0,4.59,283003.5
191475,Sr. Emanuel Jesus,vendas,senior,2016-07-11,9,2994.0,5.0,570528.9750000001
317414,Caroline Cunha,vendas,senior,2018-12-31,6,6406.0,0.39,165082.425
353235,Srta. Isis Duarte,vendas,senior,2016-10-26,13,9285.0,2.265,711297.78
93554,Sr. Miguel Freitas,vendas,senior,2023-10-12,9,10812.0,0.33,287560.09500000003
423655,Joaquim da Rosa,vendas,senior,2022-07-08,6,1743.0,4.86,949024.32
825721,Maria Isis Carvalho,vendas,senior,2019-01-15,1,7357.0,5.0,971346.405
298606,Daniel Sales,vendas,senior,2021-07-09,10,7902.0,5.0,1211989.095
433054,Theo da Mata,vendas,senior,2018-06-30,4,11041.0,2.535,1061183.625
965948,Srta. Liz Araújo,vendas,senior,2015-03-02,2,5770.0,5.0,1234177.305
210628,Maria Liz Barros,vendas,senior,2020-01-31,10,6378.0,5.0,1030741.08
516286,Theodoro Teixeira,vendas,senior,2019-02-07,15,2404.0,2.97,635431.155
535579,Leandro Carvalho,vendas,senior,2021-11-21,2,3025.0,5.0,360502.725
695358,Bento Teixeira,vendas,senior,2016-05-04,9,10120.0,2.49,1344766.77
405402,João Guilherme Leão,vendas,senior,2021-05-02,7,12112.0,1.125,880763.265
751550,Benjamin Viana,vendas,senior,2021-08-09,9,9813.0,5.0,241570.545
884770,Dr. Augusto Jesus,vendas,senior,2021-05-10,5,12318.0,0.06,1279589.67
408845,Isaque Pereira,vendas,senior,2015-09-20,14,6552.0,5.0,855475.3049999999
829429,Maria Alice Albuquerque,vendas,senior,2022-06-03,11,11746.0,4.485,116713.065
905506,Maria Flor da Costa,vendas,senior,2019-02-14,6,7486.0,5.0,621080.595
208650,Maysa Sousa,vendas,senior,2020-05-12,15,14772.0,5.0,166397.28
332512,Yasmin Teixeira,vendas,senior,2016-06-25,12,7317.0,5.0,635605.98
100784,Bruna Souza,vendas,senior,2015-01-13,15,3796.0,3.075,905823.15
233682,Brayan Vargas,vendas,senior,2018-10-05,1,5575.0,1.095,471679.335
530187,Caleb Carvalho,vendas,senior,2018-01-27,5,4903.0,2.865,864620.73
535758,Srta. Agatha Barbosa,vendas,senior,2023-01-08,8,11749.0,4.32,6970.530000000001
509374,Yan Lopes,vendas,senior,2016-05-22,1,1170.0,5.0,90400.395
137723,Vicente Rezende,vendas,senior,2020-11-11,9,9862.0,1.275,1112497.08
294407,Eloá Rios,vendas,senior,2023-06-27,2,7182.0,0.975,1084994.67
465983,Emanuelly Cavalcanti,vendas,senior,2016-06-06,5,11317.0,2.52,1242236.355
931208,Raquel Câmara,vendas,senior,2021-12-28,11,3673.0,5.0,1011157.695
743499,Vitor Santos,vendas,senior,2022-01-17,2,3904.0,2.145,470766.51
405229,Esther Silva,vendas,senior,2023-02-13,6,13003.0,5.0,1356390.585
855629,Srta. Bruna Macedo,vendas,senior,2018-09-08,15,2752.0,5.0,1374512.775
522031,Dr. João Lucas Vargas,vendas,senior,2018-02-12,14,8068.0,1.47,732548.835
235611,Sra. Kamilly Aragão,vendas,senior,2016-01-29,3,2935.0,3.5250000000000004,726760.755
736674,João Gabriel Siqueira,vendas,senior,2023-06-24,14,8823.0,2.94,1247207.58
412926,Ana Vitória Pimenta,vendas,senior,2019-01-16,11,11920.0,4.095,469524.27
591197,Daniela Porto,vendas,senior,2017-10-25,10,1407.0,3.435,142071.855
397165,Amanda Marques,vendas,senior,2019-07-26,3,3246.0,1.335,845489.655
822164,Liam Guerra,vendas,senior,2017-08-16,14,12633.0,5.0,1418234.895
241363,Dante Casa Grande,vendas,senior,2023-12-18,7,8397.0,5.0,1409110.725
305473,Cecilia Câmara,vendas,senior,2019-02-10,14,9210.0,0.12,1255910.295
816292,Noah Guerra,vendas,senior,2017-05-22,10,3999.0,1.29,66762.645
231753,Benjamin Brito,vendas,senior,2016-10-19,14,7582.0,1.29,1120242.645
458192,Ana Luiza Araújo,vendas,senior,2018-03-25,10,1618.0,3.195,404041.47
77325,Sr. Thiago Rezende,vendas,senior,2016-06-05,8,7402.0,5.0,518079.42
183824,Ana Nascimento,vendas,senior,2020-07-03,4,14683.0,4.125,528036.9299999999
166304,Joaquim Fernandes,vendas,senior,2020-05-20,15,2535.0,3.09,509751.93
736974,Davi Rodrigues,vendas,senior,2021-07-20,8,9939.0,2.445,774699.45
172161,Joaquim Mendes,vendas,senior,2023-04-16,4,4483.0,1.5,132007.74
388407,Josué Camargo,vendas,senior,2023-10-03,9,5602.0,4.245,1493481.69
228186,Vicente Alves,vendas,senior,2021-06-17,3,1381.0,4.1850000000000005,168502.395
219668,Luara da Cunha,vendas,senior,2019-10-19,15,5227.0,0.5249999999999999,1305834.0750000002
573218,Antônio Carvalho,vendas,senior,2022-02-15,5,3132.0,2.265,636425.46
614579,Melissa Carvalho,vendas,senior,2016-12-18,2,1947.0,5.0,338327.76
176057,Isaac Guerra,vendas,senior,2015-09-24,4,13590.0,2.895,72027.645
301042,Clarice Aparecida,vendas,senior,2018-04-29,13,12843.0,5.0,394295.025
5201,Maria Isis Albuquerque,vendas,senior,2021-07-30,10,11169.0,3.945,1169906.535
559836,Valentina Castro,vendas,senior,2020-09-20,14,2484.0,4.755,927276.39
264541,Francisco Marques,vendas,senior,2021-05-20,8,11095.0,5.0,227769.3
959502,Yan Costela,vendas,senior,2019-09-13,9,4132.0,2.46,955134.915
388790,Matheus Ramos,vendas,senior,2015-04-13,7,5121.0,2.04,1481939.115
781277,Calebe Sousa,vendas,senior,2019-03-02,1,7417.0,5.0,648715.965
871249,Sr. Luiz Fernando Ribeiro,vendas,senior,2020-02-25,7,8713.0,4.71,1332906.21
794434,Agatha Sousa,vendas,senior,2018-04-07,10,14703.0,4.3950000000000005,1294101.105
363839,Giovanna Silva,vendas,senior,2020-10-13,2,11317.0,4.41,1161931.38
157193,Ana Cecília das Neves,vendas,senior,2021-02-19,9,886.0,2.805,252769.665
130026,Melissa Casa Grande,vendas,senior,2015-05-28,15,13689.0,4.5,860977.515
758976,Sra. Heloísa da Mota,vendas,senior,2023-01-15,12,9822.0,5.0,844495.0499999999
109829,Noah Macedo,vendas,senior,2018-10-20,11,1744.0,2.175,1356593.7000000002
814485,João Lucas Dias,vendas,senior,2019-10-21,8,12096.0,1.815,922981.245
838848,Evelyn Vargas,vendas,senior,2016-04-22,14,528.0,4.095,29690.04
204108,Alícia Nunes,vendas,senior,2022-11-21,15,1959.0,5.0,474321.9
112415,Zoe Fogaça,vendas,senior,2023-06-12,12,8284.0,3.5250000000000004,1474954.53
750860,Luiz Felipe Cunha,vendas,senior,2017-11-07,10,10321.0,5.0,1396413.27
848994,Diogo Mendonça,vendas,senior,2017-08-02,6,2451.0,5.0,137789.115
463258,Yan Porto,vendas,senior,2016-09-11,7,13224.0,3.825,1243555.02
715839,Oliver Correia,vendas,senior,2022-03-07,13,13428.0,1.41,894.1800000000001
235838,Theodoro Farias,vendas,senior,2017-12-24,12,6666.0,3.765,694769.97
145603,Bella Duarte,vendas,senior,2018-05-20,8,2322.0,5.0,298684.62
460357,Manuella Rios,vendas,senior,2022-05-01,11,598.0,2.085,421250.22
481339,Sra. Luna Duarte,vendas,senior,2023-01-04,6,2869.0,5.0,287769.81
613714,Enrico Cavalcante,vendas,senior,2018-05-30,10,10300.0,1.53,1336967.31
252898,Ian Duarte,vendas,senior,2016-04-23,10,1002.0,5.0,931416.975
63398,Davi Miguel Caldeira,vendas,senior,2015-08-11,2,3723.0,4.800000000000001,1131770.415
158614,Ágatha Santos,vendas,senior,2022-11-22,4,3354.0,5.0,1321119.24
296967,Srta. Liz Pereira,vendas,senior,2020-12-31,10,12067.0,2.52,896973.24
407055,Sabrina Pastor,vendas,senior,2021-05-27,5,4266.0,0.48,909251.595
154929,Sra. Maria Vitória Siqueira,vendas,senior,2023-06-02,4,11641.0,3.855,744623.28
614794,Gustavo Henrique da Cruz,vendas,senior,2015-12-15,6,2707.0,0.285,13837.71
87446,Ana Beatriz Cavalcanti,vendas,senior,2015-07-13,9,13566.0,1.905,398048.865
22435,Davi Luiz Pires,vendas,senior,2021-12-31,5,8233.0,4.335,1035723.33
562728,Diego Montenegro,vendas,senior,2020-01-24,11,2766.0,4.800000000000001,179965.86000000002
611380,Lorena Rios,vendas,senior,2018-01-21,3,207.0,0.795,309500.17500000005
379148,Melissa Silva,vendas,senior,2016-08-26,7,9720.0,0.93,553135.245
151391,Maria Sophia Cassiano,vendas,senior,2016-11-14,15,6880.0,2.175,620106.5249999999
525296,Dr. Gael Henrique Aragão,vendas,senior,2023-04-14,9,7288.0,1.6350000000000002,1422773.01
729987,Ana Luiza Almeida,vendas,senior,2021-03-03,9,1782.0,5.0,1186649.3250000002
425773,Antonella Ribeiro,vendas,senior,2017-08-14,4,2697.0,5.0,1198414.335
407231,Sophia Correia,vendas,senior,2017-09-03,9,12874.0,4.08,111259.395
816379,Dr. Francisco Martins,vendas,senior,2023-11-16,12,13728.0,5.0,392411.73
366183,Cecília Viana,vendas,senior,2019-05-24,11,2908.0,5.0,281526.0
110848,Clara Almeida,vendas,senior,2015-01-28,13,1152.0,0.63,1125063.66
511817,Lavínia Barbosa,vendas,senior,2016-03-22,5,9589.0,4.32,163284.21
769306,Vinícius Borges,vendas,senior,2016-11-21,9,11190.0,5.0,195078.675
733619,Ana Luiza Pinto,vendas,senior,2020-07-24,10,13273.0,2.715,596745.465
336785,Amanda Duarte,vendas,senior,2017-10-01,12,3163.0,3.93,395674.575
933280,Melina Novais,vendas,senior,2023-03-14,14,5559.0,5.0,27081.27
610639,Luísa Nogueira,vendas,senior,2021-06-03,13,5523.0,4.23,1061320.83
640388,Emanuelly Pinto,vendas,senior,2018-04-23,5,13456.0,5.0,1253956.875
927894,Laura Santos,vendas,senior,2017-08-31,2,1525.0,4.515,696.66
298480,Otávio Cavalcanti,vendas,senior,2020-09-11,1,2658.0,5.0,477662.445
563417,Anna Liz Novaes,vendas,senior,2020-11-17,4,9822.0,0.6900000000000001,1385474.04
743808,Nathan Ribeiro,vendas,senior,2016-10-12,5,9378.0,1.785,77808.03
491547,Nina Cavalcante,vendas,senior,2015-08-13,7,13420.0,2.7,1491709.545
844535,Marcos Vinicius da Mata,vendas,senior,2023-08-18,13,12964.0,5.0,425218.2
184927,Heitor Cassiano,vendas,senior,2018-11-28,12,8875.0,3.54,90213.495
318042,Anthony Gabriel Sousa,vendas,senior,2017-09-30,2,9495.0,4.17,273223.56
822184,Rodrigo Ferreira,vendas,senior,2021-12-12,2,6592.0,0.8999999999999999,703158.72
505051,Catarina Rezende,vendas,senior,2023-01-12,15,4548.0,4.155,215809.44
757618,Kaique Barbosa,vendas,senior,2016-11-25,3,14268.0,5.0,778417.365
349559,Benjamin Vieira,vendas,senior,2016-07-03,8,12348.0,5.0,864823.77
942001,João Pinto,vendas,senior,2023-03-01,15,11677.0,0.195,1485150.0
366030,Kamilly Gomes,vendas,senior,2018-03-05,2,891.0,0.885,1175400.915
506853,Juan Fernandes,vendas,senior,2020-08-21,8,6039.0,5.0,1379184.315
236834,Augusto Aparecida,vendas,senior,2017-12-09,1,14962.0,0.495,1176686.535
842220,Maria Alice Aragão,vendas,senior,2015-12-23,10,6678.0,4.32,637371.645
529243,Mathias Moreira,vendas,senior,2016-01-17,15,12180.0,0.5700000000000001,1095670.29
618185,Sra. Ana Sophia Carvalho,vendas,senior,2015-12-29,5,14169.0,1.905,979231.875
193772,Sr. Léo Ferreira,vendas,senior,2015-08-07,13,8143.0,5.0,100907.325
537109,Júlia Cavalcante,vendas,senior,2019-07-20,11,10293.0,5.0,1200679.59
456463,Arthur Gabriel Jesus,vendas,senior,2020-11-10,3,8920.0,0.945,1414902.03
907425,Maysa Campos,vendas,senior,2020-06-22,14,13201.0,5.0,341119.155
119050,José Melo,vendas,senior,2019-11-10,4,7828.0,3.1049999999999995,832999.3800000001
750885,Maria Isis Caldeira,vendas,senior,2022-06-19,1,14053.0,5.0,486828.6750000001
532523,Dra. Ana Cecília Cunha,vendas,senior,2023-11-20,3,13459.0,0.885,416151.225
892248,Bento Pereira,vendas,senior,2016-10-19,9,5052.0,4.62,1337860.335
673434,Cecília Alves,vendas,senior,2019-04-28,6,12724.0,2.295,1048333.92
84130,Amanda Castro,vendas,senior,2017-01-07,3,2802.0,5.0,1053684.6749999998
201429,Fernanda Cassiano,vendas,senior,2023-07-11,11,597.0,5.0,632632.26
128096,Dra. Valentina da Paz,vendas,senior,2022-01-02,3,13899.0,5.0,202905.42
205894,Benjamim Porto,vendas,senior,2015-07-31,2,1975.0,5.0,787350.9450000001
299162,Kevin Caldeira,vendas,senior,2018-05-05,1,153.0,0.945,940954.17
133282,Sr. Theodoro Araújo,vendas,senior,2015-12-26,5,1402.0,2.52,70552.245
788888,Dra. Júlia Albuquerque,vendas,senior,2016-06-15,13,5806.0,1.215,851233.635
176753,Levi Pacheco,vendas,senior,2023-09-08,14,3613.0,0.585,1251680.745
715617,Ágatha Campos,vendas,senior,2015-11-05,12,13555.0,0.2249999999999999,968424.885
506400,Isaque Machado,vendas,senior,2023-08-02,7,14007.0,5.0,1037251.47
341348,Benjamin Guerra,vendas,senior,2020-07-20,4,6450.0,5.0,610106.4450000001
